,W/L,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,Weight class,Method,Round,Time
0,win,Ciryl Gane,Alexander Volkov,0,0,135,115,0,0,0,0,Heavyweight,U-DEC,5,5:00
1,win,Tanner Boser,Ovince Saint Preux,1,0,33,9,0,1,0,0,Heavyweight,KO/TKO,2,2:31
2,win,Timur Valiev,Raoni Barcelos,0,2,77,69,0,0,0,0,Bantamweight,M-DEC,3,5:00
3,nc,Andre Fili,Daniel Pineda,0,0,34,15,1,0,0,0,Featherweight,CNC,2,0:46
4,win,Tim Means,Nicolas Dalby,0,0,53,54,1,0,0,0,Welterweight,U-DEC,3,5:00
5,win,Renato Moicano,Jai Herbert,0,0,26,7,5,0,1,0,Lightweight,SUB,2,4:34
6,win,Kennedy Nzechukwu,Danilo Marques,0,0,31,10,0,2,0,0,Light Heavyweight,KO/TKO,3,0:20
7,win,Shavkat Rakhmonov,Michel Prazeres,0,0,21,6,1,0,1,0,Welterweight,SUB,2,2:10
8,win,Jeremiah Wells,Warlley Alves,1,0,21,15,0,0,0,1,Welterweight,KO/TKO,2,0:30
9,win,Marcin Prachnio,Ike Villanueva,1,0,59,34,0,1,0,0,Light Heavyweight,KO/TKO,2,0:56
10,win,Julia Avila,Julija Stoliarenko,0,0,48,40,1,1,1,0,Women's Bantamweight,SUB,3,4:19
11,win,Charles Rosa,Justin Jaynes,0,0,51,44,2,2,2,2,Featherweight,S-DEC,3,5:00
12,win,Damir Hadzovic,Yancy Medeiros,0,0,121,103,2,2,0,2,Lightweight,U-DEC,3,5:00
13,win,Chan Sung Jung,Dan Ige,0,0,92,80,3,0,3,0,Featherweight,U-DEC,5,5:00
14,win,Serghei Spivac,Aleksei Oleinik,0,0,71,59,0,1,0,1,Heavyweight,U-DEC,3,5:00
15,win,Marlon Vera,Davey Grant,0,0,105,83,2,1,3,0,Bantamweight,U-DEC,3,5:00
16,win,SeungWoo Choi,Julian Erosa,1,0,13,10,0,0,0,0,Featherweight,KO/TKO,1,1:37
17,win,Bruno Silva,Wellington Turman,0,0,19,1,0,0,0,0,Middleweight,KO/TKO,1,4:45
18,win,Matt Brown,Dhiego Lima,1,0,27,23,0,0,0,0,Welterweight,KO/TKO,2,3:02
19,win,Nicolae Negumereanu,Aleksa Camur,0,0,71,102,1,0,0,0,Light Heavyweight,S-DEC,3,5:00
20,win,Virna Jandiroba,Kanako Murata,0,0,36,23,0,0,1,0,Women's Strawweight,KO/TKO,2,5:00
21,win,Khaos Williams,Matthew Semelsberger,0,0,91,64,0,0,0,0,Welterweight,U-DEC,3,5:00
22,win,Josh Parisian,Roque Martinez,0,0,79,64,1,0,0,1,Heavyweight,S-DEC,3,5:00
23,win,Ricky Glenn,Joaquim Silva,2,0,10,1,0,0,0,0,Lightweight,KO/TKO,1,0:37
24,win,Casey O'Neill,Lara Procopio,0,0,71,41,1,2,2,0,Women's Flyweight,SUB,3,2:54
25,win,Israel Adesanya,Marvin Vettori,0,0,96,58,0,4,0,0,Middleweight,U-DEC,5,5:00
26,win,Brandon Moreno,Deiveson Figueiredo,1,0,47,24,2,1,2,0,Flyweight,SUB,3,2:26
27,win,Leon Edwards,Nate Diaz,0,0,77,76,4,0,0,0,Welterweight,U-DEC,5,5:00
28,win,Belal Muhammad,Demian Maia,0,0,45,21,0,1,0,0,Welterweight,U-DEC,3,5:00
29,win,Paul Craig,Jamahal Hill,0,0,23,1,0,0,3,0,Light Heavyweight,KO/TKO,1,1:59
30,win,Brad Riddell,Drew Dober,0,0,89,73,5,1,0,0,Lightweight,U-DEC,3,5:00
31,win,Eryk Anders,Darren Stewart,0,0,44,33,0,2,0,0,Light Heavyweight,U-DEC,3,5:00
32,win,Lauren Murphy,Joanne Calderwood,0,0,80,123,1,0,0,0,Women's Flyweight,S-DEC,3,5:00
33,win,Movsar Evloev,Hakeem Dawodu,0,0,42,39,9,0,2,0,Featherweight,U-DEC,3,5:00
34,win,Pannie Kianzad,Alexis Davis,0,0,124,132,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
35,win,Terrance McKinney,Matt Frevola,1,0,4,0,0,0,0,0,Lightweight,KO/TKO,1,0:07
36,win,Steven Peterson,Chase Hooper,0,0,49,31,1,3,2,2,Featherweight,U-DEC,3,5:00
37,win,Fares Ziam,Luigi Vendramini,0,0,39,34,0,1,0,0,Lightweight,M-DEC,3,5:00
38,win,Carlos Felipe,Jake Collier,0,0,94,130,0,0,0,0,Heavyweight,S-DEC,3,5:00
39,win,Jairzinho Rozenstruik,Augusto Sakai,1,0,16,3,0,0,0,0,Heavyweight,KO/TKO,1,4:59
40,win,Marcin Tybura,Walt Harris,0,0,4,23,1,0,0,0,Heavyweight,KO/TKO,1,4:06
41,win,Roman Dolidze,Laureano Staropoli,0,0,14,9,5,3,0,0,Middleweight,U-DEC,3,5:00
42,win,Santiago Ponzinibbio,Miguel Baeza,0,0,121,104,0,0,0,0,Welterweight,U-DEC,3,5:00
43,win,Gregory Rodrigues,Dusko Todorovic,0,0,71,37,3,0,0,0,Middleweight,U-DEC,3,5:00
44,win,Montana De La Rosa,Ariane Lipski,0,0,29,11,2,0,0,0,Women's Flyweight,KO/TKO,2,4:27
45,win,Ilir Latifi,Tanner Boser,0,0,10,45,2,0,0,0,Heavyweight,S-DEC,3,5:00
46,win,Muslim Salikhov,Francisco Trinaldo,1,0,62,39,2,0,0,0,Welterweight,U-DEC,3,5:00
47,win,Kamuela Kirk,Makwan Amirkhani,0,0,28,20,0,5,3,0,Featherweight,U-DEC,3,5:00
48,nc,Alan Patrick,Mason Jones,0,0,10,46,0,2,0,0,Lightweight,CNC,2,2:14
49,win,Manon Fiorot,Tabatha Ricci,1,0,84,17,1,0,0,0,Women's Flyweight,KO/TKO,2,3:00
50,win,Sean Woodson,Youssef Zalal,0,0,40,42,0,2,2,0,Featherweight,S-DEC,3,5:00
51,win,Claudio Puelles,Jordan Leavitt,0,0,20,21,4,2,0,0,Lightweight,U-DEC,3,5:00
52,win,Rob Font,Cody Garbrandt,0,0,176,63,2,3,0,0,Bantamweight,U-DEC,5,5:00
53,win,Carla Esparza,Yan Xiaonan,0,0,27,5,3,0,0,0,Women's Strawweight,KO/TKO,2,2:58
54,win,Jared Vanderaa,Justin Tafa,0,0,121,74,0,0,0,0,Heavyweight,U-DEC,3,5:00
55,win,Norma Dumont,Felicia Spencer,0,0,68,47,1,0,0,0,Women's Featherweight,S-DEC,3,5:00
56,win,Ricardo Ramos,Bill Algeo,0,0,53,76,8,0,1,0,Featherweight,U-DEC,3,5:00
57,win,Jack Hermansson,Edmen Shahbazyan,0,0,55,40,3,0,0,1,Middleweight,U-DEC,3,5:00
58,win,Ben Rothwell,Chris Barnett,0,0,60,33,1,0,2,0,Heavyweight,SUB,2,2:07
59,win,Court McGee,Claudio Silva,0,0,37,21,3,1,1,0,Welterweight,U-DEC,3,5:00
60,win,Bruno Silva,Victor Rodriguez,1,0,6,0,0,0,0,0,Flyweight,KO/TKO,1,1:00
61,win,Josh Culibao,Shayilan Nuerdanbieke,0,0,53,17,0,2,1,0,Featherweight,U-DEC,3,5:00
62,win,David Dvorak,Juancamilo Ronderos,0,0,9,11,0,0,1,0,Flyweight,SUB,1,2:18
63,win,Damir Ismagulov,Rafael Alves,0,1,56,30,2,0,0,1,Lightweight,U-DEC,3,5:00
64,win,Charles Oliveira,Michael Chandler,2,0,24,30,1,0,0,1,Lightweight,KO/TKO,2,0:19
65,win,Beneil Dariush,Tony Ferguson,0,0,23,15,3,0,1,1,Lightweight,U-DEC,3,5:00
66,win,Rogerio Bontorin,Matt Schnell,0,0,72,65,1,0,0,0,Bantamweight,U-DEC,3,5:00
67,win,Katlyn Chookagian,Viviane Araujo,0,0,127,89,0,1,0,1,Women's Flyweight,U-DEC,3,5:00
68,win,Edson Barboza,Shane Burgos,1,0,98,80,0,0,0,0,Featherweight,KO/TKO,3,1:16
69,win,Andre Muniz,Jacare Souza,0,0,7,11,2,1,1,0,Middleweight,SUB,1,3:59
70,win,Lando Vannata,Mike Grundy,0,0,80,32,1,3,0,0,Featherweight,S-DEC,3,5:00
71,win,Jordan Wright,Jamie Pickett,1,0,26,4,0,0,0,0,Middleweight,KO/TKO,1,1:04
72,win,Andrea Lee,Antonina Shevchenko,0,0,45,23,3,0,3,0,Women's Flyweight,SUB,2,4:52
73,win,Priscila Cachoeira,Gina Mazany,0,0,36,33,0,4,0,0,Women's Flyweight,KO/TKO,2,4:51
74,win,Tucker Lutz,Kevin Aguilar,0,0,99,81,3,0,0,0,Featherweight,U-DEC,3,5:00
75,win,Christos Giagos,Sean Soriano,0,0,22,33,3,0,1,0,Lightweight,SUB,2,0:59
76,win,Marina Rodriguez,Michelle Waterson,0,0,125,88,0,1,0,0,Women's Flyweight,U-DEC,5,5:00
77,win,Alex Morono,Donald Cerrone,0,0,35,17,0,0,0,0,Welterweight,KO/TKO,1,4:40
78,win,Neil Magny,Geoff Neal,0,0,55,35,2,1,0,0,Welterweight,U-DEC,3,5:00
79,win,Marcos Rogerio de Lima,Maurice Greene,0,0,14,5,3,0,0,0,Heavyweight,U-DEC,3,5:00
80,win,Gregor Gillespie,Diego Ferreira,0,0,45,31,4,0,0,0,Lightweight,KO/TKO,2,4:51
81,win,Phil Hawes,Kyle Daukaus,0,0,66,28,2,0,1,0,Middleweight,U-DEC,3,5:00
82,win,Michael Trizano,Ludovit Klein,0,0,56,45,0,4,1,0,Featherweight,U-DEC,3,5:00
83,win,Junyong Park,Tafon Nchukwi,0,0,71,58,2,1,2,0,Middleweight,M-DEC,3,5:00
84,win,Carlston Harris,Christian Aguilera,0,0,5,1,0,0,1,0,Welterweight,SUB,1,2:52
85,win,Jiri Prochazka,Dominick Reyes,1,0,77,63,1,1,0,1,Light Heavyweight,KO/TKO,2,4:29
86,win,Giga Chikadze,Cub Swanson,1,0,12,4,0,0,0,0,Featherweight,KO/TKO,1,1:03
87,draw,Ion Cutelaba,Dustin Jacoby,0,0,71,84,9,1,0,0,Light Heavyweight,S-DEC,3,5:00
88,win,Sean Strickland,Krzysztof Jotko,0,0,84,37,0,0,0,0,Middleweight,U-DEC,3,5:00
89,win,Merab Dvalishvili,Cody Stamann,0,0,71,48,5,1,1,0,Bantamweight,U-DEC,3,5:00
90,win,Luana Pinheiro,Randa Markos,0,0,29,18,5,0,0,0,Women's Strawweight,DQ,1,4:16
91,win,TJ Brown,Kai Kamaka,0,1,82,61,2,1,1,0,Featherweight,S-DEC,3,5:00
92,win,Luana Carolina,Poliana Botelho,0,0,25,34,0,1,0,0,Women's Flyweight,S-DEC,3,5:00
93,win,Loma Lookboonmee,Sam Hughes,0,0,84,49,4,0,0,0,Women's Strawweight,U-DEC,3,5:00
94,win,Andreas Michailidis,KB Bhullar,0,0,73,70,1,0,0,0,Middleweight,U-DEC,3,5:00
95,win,Felipe Colares,Luke Sanders,0,1,78,118,2,2,0,0,Featherweight,U-DEC,3,5:00
96,win,Kamaru Usman,Jorge Masvidal,1,0,21,31,2,0,0,0,Welterweight,KO/TKO,2,1:02
97,win,Rose Namajunas,Zhang Weili,1,0,5,7,0,0,0,0,Women's Strawweight,KO/TKO,1,1:18
98,win,Valentina Shevchenko,Jessica Andrade,0,0,32,10,7,0,1,0,Women's Flyweight,KO/TKO,2,3:19
99,win,Uriah Hall,Chris Weidman,0,0,0,1,0,0,0,0,Middleweight,KO/TKO,1,0:17
100,win,Anthony Smith,Jimmy Crute,0,0,26,18,0,3,0,0,Light Heavyweight,KO/TKO,1,5:00
101,win,Randy Brown,Alex Oliveira,1,0,16,7,0,0,1,0,Welterweight,SUB,1,2:50
102,win,Dwight Grant,Stefan Sekulic,0,0,49,33,1,3,0,1,Welterweight,S-DEC,3,5:00
103,win,Brendan Allen,Karl Roberson,0,0,9,6,2,0,1,0,Middleweight,SUB,1,4:55
104,win,Pat Sabatini,Tristan Connelly,1,0,26,19,1,1,1,0,Featherweight,U-DEC,3,5:00
105,win,Danaa Batgerel,Kevin Natividad,1,0,7,3,0,0,0,0,Bantamweight,KO/TKO,1,0:50
106,win,Kazula Vargas,Rong Zhu,0,0,96,42,0,3,1,0,Lightweight,U-DEC,3,5:00
107,win,Jeff Molina,Aori Qileng,2,0,189,116,0,3,0,0,Flyweight,U-DEC,3,5:00
108,win,Ariane Carnelossi,Na Liang,0,0,24,19,0,3,0,1,Women's Strawweight,KO/TKO,2,1:28
109,win,Robert Whittaker,Kelvin Gastelum,0,0,150,62,4,1,0,0,Middleweight,U-DEC,5,5:00
110,win,Andrei Arlovski,Chase Sherman,0,0,105,88,0,0,0,0,Heavyweight,U-DEC,3,5:00
111,win,Jacob Malkoun,Abdul Razak Alhassan,0,0,27,21,8,0,2,0,Middleweight,U-DEC,3,5:00
112,win,Tracy Cortez,Justine Kish,0,1,66,55,3,0,1,0,Women's Flyweight,S-DEC,3,5:00
113,win,Luis Pena,Alexander Munoz,0,0,90,80,0,4,0,0,Lightweight,S-DEC,3,5:00
114,win,Alexandr Romanov,Juan Espino,0,0,32,12,2,4,0,0,Heavyweight,S-DEC,3,1:05
115,win,Jessica Penne,Loopy Godinez,0,0,31,40,1,3,0,0,Women's Strawweight,S-DEC,3,5:00
116,win,Gerald Meerschaert,Bartosz Fabinski,0,0,8,6,0,1,1,0,Middleweight,SUB,1,2:00
117,win,Austin Hubbard,Dakota Bush,0,0,67,41,1,1,0,0,Lightweight,U-DEC,3,5:00
118,win,Tony Gravely,Anthony Birchak,2,0,39,18,4,0,0,1,Bantamweight,KO/TKO,2,1:31
119,win,Marvin Vettori,Kevin Holland,0,0,24,37,11,0,1,0,Middleweight,U-DEC,5,5:00
120,win,Arnold Allen,Sodiq Yusuff,1,0,21,47,2,0,0,1,Featherweight,U-DEC,3,5:00
121,win,Julian Marquez,Sam Alvey,1,0,61,29,0,0,1,0,Middleweight,SUB,2,2:07
122,win,Mackenzie Dern,Nina Nunes,0,0,12,4,1,0,1,0,Women's Strawweight,SUB,1,4:48
123,win,Daniel Rodriguez,Mike Perry,0,0,129,61,0,2,0,0,Welterweight,U-DEC,3,5:00
124,win,Joe Solecki,Jim Miller,0,0,19,11,1,0,0,0,Lightweight,U-DEC,3,5:00
125,win,Mateusz Gamrot,Scott Holtzman,1,0,39,10,2,0,0,0,Lightweight,KO/TKO,2,1:22
126,win,John Makdessi,Ignacio Bahamondes,0,0,124,112,0,0,0,0,Lightweight,S-DEC,3,5:00
127,win,Jarjis Danho,Yorgan De Castro,1,0,10,2,0,0,0,0,Heavyweight,KO/TKO,1,3:02
128,win,Jack Shore,Hunter Azure,0,0,36,45,6,0,0,1,Bantamweight,S-DEC,3,5:00
129,win,Luis Saldana,Jordan Griffin,0,0,36,33,0,4,1,2,Featherweight,U-DEC,3,5:00
130,win,Da-Un Jung,William Knight,0,0,28,17,8,0,0,0,Light Heavyweight,U-DEC,3,5:00
131,win,Impa Kasanganay,Sasha Palatnikov,0,0,13,13,2,0,1,0,Welterweight,SUB,2,0:26
132,win,Francis Ngannou,Stipe Miocic,2,0,36,12,1,0,0,0,Heavyweight,KO/TKO,2,0:52
133,win,Vicente Luque,Tyron Woodley,0,0,25,18,0,0,1,0,Welterweight,SUB,1,3:56
134,win,Sean O'Malley,Thomas Almeida,2,0,86,25,0,1,0,0,Bantamweight,KO/TKO,3,3:52
135,win,Miranda Maverick,Gillian Robertson,0,0,71,27,3,2,0,1,Women's Flyweight,U-DEC,3,5:00
136,win,Jamie Mullarkey,Khama Worthy,1,0,6,5,0,0,0,0,Lightweight,KO/TKO,1,0:46
137,win,Alonzo Menifield,Fabio Cherant,0,0,3,0,1,0,1,0,Light Heavyweight,SUB,1,1:11
138,win,Abubakar Nurmagomedov,Jared Gooden,0,0,60,43,1,0,0,0,Welterweight,U-DEC,3,5:00
139,win,Michal Oleksiejczuk,Modestas Bukauskas,0,0,56,58,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
140,win,Omar Morales,Shane Young,0,0,69,46,2,1,0,0,Featherweight,U-DEC,3,5:00
141,win,Marc-Andre Barriault,Abu Azaitar,1,0,141,108,0,0,0,0,Middleweight,KO/TKO,3,4:56
142,win,Derek Brunson,Kevin Holland,0,0,43,36,6,1,1,0,Middleweight,U-DEC,5,5:00
143,win,Max Griffin,Song Kenan,1,0,17,14,0,0,0,0,Welterweight,KO/TKO,1,2:20
144,win,Montserrat Conejo,Cheyanne Buys,0,0,15,31,4,0,2,0,Women's Strawweight,U-DEC,3,5:00
145,win,Adrian Yanez,Gustavo Lopez,2,0,41,23,0,0,0,0,Bantamweight,KO/TKO,3,0:27
146,win,Tai Tuivasa,Harry Hunsucker,1,0,14,2,0,0,0,0,Heavyweight,KO/TKO,1,0:49
147,win,Macy Chiasson,Marion Reneau,0,0,51,30,1,2,0,0,Women's Bantamweight,U-DEC,3,5:00
148,win,Grant Dawson,Leonardo Santos,0,0,46,30,1,1,0,0,Lightweight,KO/TKO,3,4:59
149,win,Trevin Giles,Roman Dolidze,0,0,27,32,1,1,1,2,Middleweight,U-DEC,3,5:00
150,win,Montel Jackson,Jesse Strader,2,0,15,14,0,0,0,0,Bantamweight,KO/TKO,1,1:58
151,win,Bruno Silva,JP Buys,3,0,37,17,1,0,0,1,Flyweight,KO/TKO,2,2:56
152,nc,Leon Edwards,Belal Muhammad,0,0,19,8,0,0,0,0,Welterweight,CNC,2,0:18
153,win,Ryan Spann,Misha Cirkunov,1,0,16,5,0,0,0,0,Light Heavyweight,KO/TKO,1,1:11
154,win,Dan Ige,Gavin Tucker,1,0,1,1,0,0,0,0,Featherweight,KO/TKO,1,0:22
155,win,Davey Grant,Jonathan Martinez,1,1,48,29,0,0,0,0,Bantamweight,KO/TKO,2,3:03
156,win,Matheus Nicolau,Manel Kape,0,0,55,61,2,0,1,0,Flyweight,S-DEC,3,5:00
157,nc,Eryk Anders,Darren Stewart,1,0,43,15,3,0,0,0,Middleweight,CNC,1,4:37
158,win,Angela Hill,Ashley Yoder,0,0,77,34,1,2,0,0,Women's Strawweight,U-DEC,3,5:00
159,win,Charles Jourdain,Marcelo Rojo,2,0,106,74,0,1,0,0,Featherweight,KO/TKO,3,4:31
160,win,Rani Yahya,Ray Rodriguez,0,0,8,3,2,0,1,0,Bantamweight,SUB,2,3:09
161,win,Nasrat Haqparast,Rafa Garcia,0,0,99,52,0,0,0,0,Lightweight,U-DEC,3,5:00
162,win,JJ Aldrich,Cortney Casey,0,0,45,55,4,0,0,0,Women's Flyweight,S-DEC,3,5:00
163,win,Jinh Yu Frey,Gloria de Paula,0,0,24,31,2,0,2,0,Women's Strawweight,U-DEC,3,5:00
164,win,Matthew Semelsberger,Jason Witt,1,0,3,4,0,0,0,0,Welterweight,KO/TKO,1,0:16
165,win,Jan Blachowicz,Israel Adesanya,0,0,107,78,3,0,0,0,Light Heavyweight,U-DEC,5,5:00
166,win,Amanda Nunes,Megan Anderson,0,0,18,2,0,0,2,0,Women's Featherweight,SUB,1,2:03
167,win,Aljamain Sterling,Petr Yan,0,1,97,86,1,7,0,0,Bantamweight,DQ,4,4:29
168,win,Islam Makhachev,Drew Dober,0,0,15,10,3,0,2,0,Lightweight,SUB,3,1:37
169,win,Aleksandar Rakic,Thiago Santos,0,0,36,49,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
170,win,Dominick Cruz,Casey Kenney,0,0,89,74,2,0,0,0,Bantamweight,S-DEC,3,5:00
171,win,Kyler Phillips,Song Yadong,0,0,59,67,3,0,0,0,Bantamweight,U-DEC,3,5:00
172,win,Askar Askarov,Joseph Benavidez,0,0,58,46,5,0,0,0,Flyweight,U-DEC,3,5:00
173,win,Kai Kara-France,Rogerio Bontorin,1,0,13,6,0,1,0,2,Flyweight,KO/TKO,1,4:55
174,win,Tim Elliott,Jordan Espinosa,0,0,25,13,4,0,0,0,Flyweight,U-DEC,3,5:00
175,win,Kennedy Nzechukwu,Carlos Ulberg,1,0,82,146,0,0,0,0,Light Heavyweight,KO/TKO,2,3:19
176,win,Sean Brady,Jake Matthews,0,0,37,21,1,0,1,0,Welterweight,SUB,3,3:28
177,win,Amanda Lemos,Livinha Souza,2,0,29,1,0,0,0,0,Women's Strawweight,KO/TKO,1,3:39
178,win,Uros Medic,Aalon Cruz,1,0,45,0,0,0,0,0,Lightweight,KO/TKO,1,1:40
179,win,Trevin Jones,Mario Bautista,1,0,23,21,0,0,0,0,Bantamweight,KO/TKO,2,0:47
180,win,Ciryl Gane,Jairzinho Rozenstruik,0,0,102,42,2,0,0,0,Heavyweight,U-DEC,5,5:00
181,win,Magomed Ankalaev,Nikita Krylov,0,0,43,47,3,1,0,0,Light Heavyweight,U-DEC,3,5:00
182,draw,Montana De La Rosa,Mayra Bueno Silva,0,0,30,52,3,0,0,1,Women's Flyweight,M-DEC,3,5:00
183,win,Pedro Munhoz,Jimmie Rivera,0,0,94,65,0,1,0,0,Bantamweight,U-DEC,3,5:00
184,win,Alex Caceres,Kevin Croom,0,0,48,16,1,1,1,0,Featherweight,U-DEC,3,5:00
185,win,Thiago Moises,Alexander Hernandez,0,0,53,50,0,0,0,0,Lightweight,U-DEC,3,5:00
186,win,Alexis Davis,Sabina Mazo,0,0,49,64,3,0,0,0,Women's Bantamweight,U-DEC,3,5:00
187,win,Ronnie Lawrence,Vince Cachero,0,0,77,15,8,0,0,1,Bantamweight,KO/TKO,3,2:38
188,win,Dustin Jacoby,Maxim Grishin,0,2,57,66,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
189,win,Derrick Lewis,Curtis Blaydes,1,0,7,28,0,0,0,0,Heavyweight,KO/TKO,2,1:26
190,win,Yana Kunitskaya,Ketlen Vieira,0,0,47,7,0,3,0,0,Women's Bantamweight,U-DEC,3,5:00
191,win,Darrick Minner,Charles Rosa,1,0,45,15,4,0,3,2,Featherweight,U-DEC,3,5:00
192,win,Chris Daukaus,Aleksei Oleinik,0,0,34,5,0,0,0,0,Heavyweight,KO/TKO,1,1:55
193,win,Phil Hawes,Nassourdine Imavov,0,0,31,57,4,0,0,0,Middleweight,M-DEC,3,5:00
194,win,Tom Aspinall,Andrei Arlovski,0,0,37,20,1,0,1,0,Heavyweight,SUB,2,1:09
195,win,Jared Gordon,Danny Chavez,0,0,82,39,2,1,0,0,Featherweight,U-DEC,3,5:00
196,win,John Castaneda,Eddie Wineland,1,0,42,17,0,1,0,0,Bantamweight,KO/TKO,1,4:44
197,win,Julian Erosa,Nate Landwehr,1,0,15,9,0,0,0,0,Featherweight,KO/TKO,1,0:56
198,win,Casey O'Neill,Shana Dobson,0,0,49,16,4,0,1,0,Women's Flyweight,KO/TKO,2,3:41
199,win,Aiemann Zahabi,Drako Rodriguez,1,0,9,11,0,0,0,0,Bantamweight,KO/TKO,1,3:05
200,win,Serghei Spivac,Jared Vanderaa,0,0,51,13,3,0,0,0,Heavyweight,KO/TKO,2,4:32
201,win,Kamaru Usman,Gilbert Burns,2,0,83,45,0,0,0,0,Welterweight,KO/TKO,3,0:34
202,win,Alexa Grasso,Maycee Barber,0,0,38,40,0,3,1,0,Women's Flyweight,U-DEC,3,5:00
203,win,Kelvin Gastelum,Ian Heinisch,0,0,38,27,6,1,0,2,Middleweight,U-DEC,3,5:00
204,win,Ricky Simon,Brian Kelleher,0,0,45,19,6,0,1,0,Featherweight,U-DEC,3,5:00
205,win,Julian Marquez,Maki Pitolo,0,0,41,32,0,5,4,1,Middleweight,SUB,3,4:17
206,win,Anthony Hernandez,Rodolfo Vieira,0,0,32,9,0,4,2,0,Middleweight,SUB,2,1:53
207,win,Belal Muhammad,Dhiego Lima,0,0,129,69,1,0,0,0,Welterweight,U-DEC,3,5:00
208,win,Polyana Viana,Mallory Martin,0,0,4,5,0,1,5,0,Women's Strawweight,SUB,1,3:18
209,win,Chris Gutierrez,Andre Ewell,1,0,69,59,1,1,0,1,Catch Weight,U-DEC,3,5:00
210,win,Gabe Green,Philip Rowe,2,0,70,42,2,2,1,0,Welterweight,U-DEC,3,5:00
211,win,Alexander Volkov,Alistair Overeem,1,0,54,10,0,0,0,0,Heavyweight,KO/TKO,2,2:06
212,win,Cory Sandhagen,Frankie Edgar,1,0,2,2,0,0,0,0,Bantamweight,KO/TKO,1,0:28
213,win,Clay Guida,Michael Johnson,0,0,49,58,3,0,1,0,Lightweight,U-DEC,3,5:00
214,win,Alexandre Pantoja,Manel Kape,0,0,74,49,0,2,0,0,Flyweight,U-DEC,3,5:00
215,win,Beneil Dariush,Diego Ferreira,0,0,62,54,5,0,0,0,Lightweight,S-DEC,3,5:00
216,win,Danilo Marques,Mike Rodriguez,0,0,29,16,4,0,2,0,Light Heavyweight,SUB,2,4:52
217,win,Devonte Smith,Justin Jaynes,0,0,34,11,1,0,1,0,Catch Weight,KO/TKO,2,3:38
218,win,Karol Rosa,Joselyne Edwards,0,0,57,38,4,1,0,0,Women's Bantamweight,U-DEC,3,5:00
219,win,Lara Procopio,Molly McCann,0,0,36,37,7,0,1,1,Women's Flyweight,U-DEC,3,5:00
220,win,SeungWoo Choi,Youssef Zalal,0,0,41,23,2,3,0,1,Featherweight,U-DEC,3,5:00
221,win,Timur Valiev,Martin Day,0,0,55,8,4,0,0,0,Featherweight,U-DEC,3,5:00
222,win,Ode Osbourne,Jerome Rivera,1,0,5,2,0,0,0,0,Featherweight,KO/TKO,1,0:26
223,win,Dustin Poirier,Conor McGregor,1,0,48,29,1,0,0,0,Lightweight,KO/TKO,2,2:32
224,win,Michael Chandler,Dan Hooker,1,0,17,8,0,0,0,0,Lightweight,KO/TKO,1,2:30
225,win,Joanne Calderwood,Jessica Eye,0,0,148,77,1,1,0,0,Women's Flyweight,U-DEC,3,5:00
226,win,Makhmud Muradov,Andrew Sanchez,0,0,79,48,0,0,0,0,Middleweight,KO/TKO,3,2:59
227,win,Marina Rodriguez,Amanda Ribas,1,0,15,7,0,1,0,0,Women's Strawweight,KO/TKO,2,0:54
228,win,Arman Tsarukyan,Matt Frevola,0,0,50,16,10,0,0,0,Lightweight,U-DEC,3,5:00
229,win,Brad Tavares,Antonio Carlos Junior,0,0,54,34,0,1,0,0,Middleweight,U-DEC,3,5:00
230,win,Julianna Pena,Sara McMann,0,0,38,21,1,3,1,0,Women's Bantamweight,SUB,3,3:39
231,win,Marcin Prachnio,Khalil Rountree Jr.,0,0,102,49,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
232,win,Movsar Evloev,Nik Lentz,0,0,82,46,2,1,0,2,Catch Weight,S-DEC,3,5:00
233,win,Amir Albazi,Zhalgas Zhumagulov,0,0,68,59,2,1,0,0,Flyweight,U-DEC,3,5:00
234,win,Michael Chiesa,Neil Magny,0,0,24,12,4,1,0,1,Welterweight,U-DEC,5,5:00
235,win,Warlley Alves,Mounir Lazzez,1,0,17,2,1,0,0,0,Welterweight,KO/TKO,1,2:35
236,win,Ike Villanueva,Vinicius Moreira,1,0,24,24,0,0,0,0,Light Heavyweight,KO/TKO,2,0:39
237,win,Viviane Araujo,Roxanne Modafferi,0,0,86,46,4,0,1,0,Women's Flyweight,U-DEC,3,5:00
238,win,Matt Schnell,Tyson Nam,0,0,85,58,0,0,0,0,Flyweight,S-DEC,3,5:00
239,win,Lerone Murphy,Douglas Silva de Andrade,0,0,48,39,1,1,0,0,Featherweight,U-DEC,3,5:00
240,win,Omari Akhmedov,Tom Breese,0,0,25,1,2,0,1,3,Middleweight,SUB,2,1:41
241,win,Ricky Simon,Gaetano Pirrello,0,0,17,6,7,0,1,0,Bantamweight,SUB,2,4:00
242,win,Su Mudaerji,Zarrukh Adashev,0,0,50,28,0,0,0,0,Flyweight,U-DEC,3,5:00
243,win,Dalcha Lungiambula,Markus Perez,0,0,29,25,1,0,0,1,Middleweight,U-DEC,3,5:00
