,W/L,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,Weight class,Method,Round,Time
4273,win,Brian Stann,Alessio Sakara,1,0,18,7,0,0,0,0,Middleweight,KO/TKO,1,2:26
4274,win,Siyar Bahadurzada,Paulo Thiago,1,0,3,0,0,0,0,0,Welterweight,KO/TKO,1,0:42
4275,win,Dennis Siver,Diego Nunes,0,0,68,49,0,0,0,0,Featherweight,U-DEC,3,5:00
4276,win,John Maguire,DaMarques Johnson,0,0,6,15,3,0,1,1,Welterweight,SUB,2,4:40
4277,win,Brad Pickett,Damacio Page,1,0,36,23,4,1,1,1,Bantamweight,SUB,2,4:05
4278,win,James Head,Papy Abedi,0,0,21,11,0,1,1,0,Welterweight,SUB,1,4:33
4279,win,Cyrille Diabate,Tom DeBlass,0,0,48,1,2,2,0,1,Light Heavyweight,M-DEC,3,5:00
4280,win,Francis Carmont,Magnus Cedenblad,0,0,28,11,2,0,1,1,Middleweight,SUB,2,1:42
4281,win,Reza Madadi,Yoislandy Izquierdo,0,0,1,36,3,0,1,0,Lightweight,SUB,2,1:28
4282,win,Simeon Thoresen,Besam Yousef,0,0,37,28,1,0,3,0,Welterweight,SUB,2,2:36
4283,win,Jason Young,Eric Wisely,0,0,44,36,4,0,0,0,Featherweight,U-DEC,3,5:00
4284,win,Martin Kampmann,Thiago Alves,0,0,47,62,1,2,1,0,Welterweight,SUB,3,4:12
4285,win,Joseph Benavidez,Yasuhiro Urushitani,1,0,18,8,1,0,1,0,Flyweight,KO/TKO,2,0:11
4286,draw,Demetrious Johnson,Ian McCall,0,0,75,61,0,4,0,0,Flyweight,M-DEC,3,5:00
4287,win,Constantinos Philippou,Court McGee,0,0,60,58,0,0,0,0,Middleweight,U-DEC,3,5:00
4288,win,James Te Huna,Aaron Rosa,0,0,22,0,0,0,0,0,Light Heavyweight,KO/TKO,1,2:08
4289,win,Anthony Perosh,Nick Penner,0,0,25,5,2,0,0,0,Light Heavyweight,KO/TKO,1,4:59
4290,win,Steven Siler,Cole Miller,0,0,81,72,1,1,1,0,Featherweight,U-DEC,3,5:00
4291,win,Andrew Craig,Kyle Noke,0,0,36,36,1,3,0,1,Middleweight,U-DEC,3,5:00
4292,win,TJ Waldburger,Jake Hecht,0,0,3,2,1,0,1,0,Welterweight,SUB,1,0:55
4293,win,Daniel Pineda,Mackens Semerzier,1,0,14,9,0,0,2,0,Featherweight,SUB,1,2:05
4294,win,Shawn Jordan,Oli Thompson,0,0,64,29,0,0,0,1,Heavyweight,KO/TKO,2,3:53
4295,win,Benson Henderson,Frankie Edgar,0,0,87,68,1,5,3,0,Lightweight,U-DEC,5,5:00
4296,win,Ryan Bader,Quinton Jackson,0,0,55,16,4,1,0,0,Light Heavyweight,U-DEC,3,5:00
4297,win,Mark Hunt,Cheick Kongo,1,0,10,5,0,0,0,0,Heavyweight,KO/TKO,1,2:11
4298,win,Jake Shields,Yoshihiro Akiyama,0,0,91,33,2,2,0,0,Welterweight,U-DEC,3,5:00
4299,win,Tim Boetsch,Yushin Okami,1,0,42,29,0,1,1,0,Middleweight,KO/TKO,3,0:54
4300,win,Hatsu Hioki,Bart Palaszewski,0,0,67,26,2,0,2,1,Featherweight,U-DEC,3,5:00
4301,win,Anthony Pettis,Joe Lauzon,1,0,9,0,0,0,0,0,Lightweight,KO/TKO,1,1:21
4302,win,Takanori Gomi,Eiji Mitsuoka,0,1,48,32,0,1,0,1,Lightweight,KO/TKO,2,2:21
4303,win,Vaughan Lee,Norifumi Yamamoto,1,0,14,21,0,1,2,0,Bantamweight,SUB,1,4:29
4304,win,Riki Fukuda,Steve Cantwell,0,0,124,47,3,1,0,1,Middleweight,U-DEC,3,5:00
4305,win,Chris Cariaso,Takeya Mizugaki,0,0,37,28,0,2,0,0,Bantamweight,U-DEC,3,5:00
4306,win,Issei Tamura,Zhang Tiequan,2,0,15,6,1,0,0,1,Featherweight,KO/TKO,2,0:32
4307,win,Jake Ellenberger,Diego Sanchez,1,0,62,29,2,0,0,0,Welterweight,U-DEC,3,5:00
4308,win,Stefan Struve,Dave Herman,1,0,47,51,1,0,0,0,Heavyweight,KO/TKO,2,3:52
4309,win,Ronny Markes,Aaron Simpson,0,1,62,55,2,0,0,0,Middleweight,S-DEC,3,5:00
4310,win,Stipe Miocic,Philip De Fries,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO,1,0:43
4311,win,TJ Dillashaw,Walel Watson,0,0,85,11,3,0,5,1,Bantamweight,U-DEC,3,5:00
4312,win,Ivan Menjivar,John Albert,0,0,25,31,1,0,2,3,Bantamweight,SUB,1,3:45
4313,win,Jonathan Brookins,Vagner Rocha,0,0,18,7,1,0,0,0,Featherweight,KO/TKO,1,1:32
4314,win,Justin Salas,Anton Kuivanen,0,0,50,38,4,0,0,0,Lightweight,U-DEC,3,5:00
4315,win,Tim Means,Bernardo Magalhaes,0,0,83,28,0,0,0,0,Lightweight,U-DEC,3,5:00
4316,win,Carlos Condit,Nick Diaz,0,0,151,105,0,1,0,0,Welterweight,U-DEC,5,5:00
4317,win,Fabricio Werdum,Roy Nelson,0,0,91,26,0,0,0,1,Heavyweight,U-DEC,3,5:00
4318,win,Josh Koscheck,Mike Pierce,0,0,33,41,2,1,0,0,Welterweight,S-DEC,3,5:00
4319,win,Renan Barao,Scott Jorgensen,0,0,104,73,0,0,0,0,Bantamweight,U-DEC,3,5:00
4320,win,Ed Herman,Clifford Starks,0,0,28,16,2,0,2,0,Middleweight,SUB,2,1:43
4321,win,Dustin Poirier,Max Holloway,0,0,11,11,1,0,3,0,Featherweight,SUB,1,3:23
4322,win,Edwin Figueroa,Alex Caceres,1,0,41,55,0,1,0,7,Bantamweight,S-DEC,3,5:00
4323,win,Matt Brown,Chris Cope,1,0,48,20,1,0,0,0,Welterweight,KO/TKO,2,1:19
4324,win,Matthew Riddle,Henry Martinez,0,0,74,67,2,0,0,0,Welterweight,S-DEC,3,5:00
4325,win,Rafael Natal,Michael Kuiper,0,1,36,30,6,0,2,0,Middleweight,U-DEC,3,5:00
4326,win,Stephen Thompson,Dan Stittgen,1,0,22,8,0,0,0,0,Welterweight,KO/TKO,1,4:13
4327,win,Rashad Evans,Phil Davis,0,0,62,51,3,2,0,0,Light Heavyweight,U-DEC,5,5:00
4328,win,Chael Sonnen,Michael Bisping,0,0,40,30,4,1,0,0,Middleweight,U-DEC,3,5:00
4329,win,Chris Weidman,Demian Maia,0,0,58,51,4,0,0,0,Middleweight,U-DEC,3,5:00
4330,win,Evan Dunham,Nik Lentz,0,0,68,39,2,2,1,0,Lightweight,KO/TKO,2,5:00
4331,win,Mike Russow,Jon Olav Einemo,0,0,21,31,6,0,0,0,Heavyweight,U-DEC,3,5:00
4332,win,Cub Swanson,George Roop,1,0,43,35,2,0,0,0,Featherweight,KO/TKO,2,2:22
4333,win,Charles Oliveira,Eric Wisely,0,0,6,2,1,0,2,0,Featherweight,SUB,1,1:43
4334,win,Michael Johnson,Shane Roller,0,0,64,56,1,1,0,0,Lightweight,U-DEC,3,5:00
4335,win,Lavar Johnson,Joey Beltran,1,0,65,22,0,0,0,0,Heavyweight,KO/TKO,1,4:24
4336,win,Chris Camozzi,Dustin Jacoby,0,0,44,30,0,0,2,0,Middleweight,SUB,3,1:08
4337,win,Jim Miller,Melvin Guillard,0,0,4,16,1,0,1,0,Lightweight,SUB,1,3:04
4338,win,Josh Neer,Duane Ludwig,0,0,5,24,1,0,1,0,Welterweight,SUB,1,3:04
4339,win,Mike Easton,Jared Papazian,0,0,85,68,1,0,0,0,Bantamweight,M-DEC,3,5:00
4340,win,Pat Barry,Christian Morecraft,1,0,12,3,0,2,0,1,Heavyweight,KO/TKO,1,3:38
4341,win,Jorge Rivera,Eric Schafer,0,0,6,6,0,2,0,0,Middleweight,KO/TKO,2,1:31
4342,win,Khabib Nurmagomedov,Kamal Shalorus,1,0,35,13,3,0,1,0,Lightweight,SUB,3,2:08
4343,win,Charlie Brenneman,Daniel Roberts,0,0,24,3,2,0,0,3,Welterweight,U-DEC,3,5:00
4344,win,Fabricio Camoes,Tommy Hayden,0,0,6,7,1,2,1,0,Lightweight,SUB,1,4:03
4345,win,Daniel Pineda,Pat Schilling,0,0,19,4,1,0,1,0,Featherweight,SUB,1,1:37
4346,win,Nick Denis,Joseph Sandoval,1,0,11,3,0,0,0,0,Bantamweight,KO/TKO,1,0:22
4347,win,Jose Aldo,Chad Mendes,1,0,11,13,0,0,0,0,Featherweight,KO/TKO,1,4:59
4348,win,Vitor Belfort,Anthony Johnson,0,0,14,4,0,2,1,0,Middleweight,SUB,1,4:49
4349,win,Rousimar Palhares,Mike Massenzio,0,0,4,0,0,0,1,0,Middleweight,SUB,1,1:03
4350,win,Carlo Prater,Erick Silva,0,0,0,8,0,0,0,0,Welterweight,DQ,1,0:29
4351,win,Edson Barboza,Terry Etim,1,0,47,26,0,2,0,0,Lightweight,KO/TKO,3,2:02
4352,win,Thiago Tavares,Sam Stout,0,0,50,45,2,0,0,0,Lightweight,U-DEC,3,5:00
4353,win,Gabriel Gonzaga,Ednaldo Oliveira,0,0,2,0,2,0,1,0,Heavyweight,SUB,1,3:22
4354,win,Iuri Alcantara,Michihiro Omigawa,0,0,60,24,0,1,2,0,Featherweight,U-DEC,3,5:00
4355,win,Mike Pyle,Ricardo Funch,1,0,11,2,0,0,0,0,Welterweight,KO/TKO,1,1:22
4356,win,Felipe Arantes,Antonio Carvalho,0,0,53,37,0,0,0,0,Featherweight,U-DEC,3,5:00
4357,win,Alistair Overeem,Brock Lesnar,1,0,19,6,0,0,0,0,Heavyweight,KO/TKO,1,2:26
4358,win,Nate Diaz,Donald Cerrone,0,0,238,96,0,0,0,0,Lightweight,U-DEC,3,5:00
4359,win,Johny Hendricks,Jon Fitch,1,0,2,0,0,0,0,0,Welterweight,KO/TKO,1,0:12
4360,win,Alexander Gustafsson,Vladimir Matyushenko,1,0,10,5,0,0,0,0,Light Heavyweight,KO/TKO,1,2:13
4361,win,Jimy Hettes,Nam Phan,0,0,81,16,11,0,2,0,Featherweight,U-DEC,3,5:00
4362,win,Ross Pearson,Junior Assuncao,0,0,52,43,1,3,0,0,Featherweight,U-DEC,3,5:00
4363,win,Danny Castillo,Anthony Njokuani,0,0,33,44,6,0,0,1,Lightweight,S-DEC,3,5:00
4364,win,Dong Hyun Kim,Sean Pierson,1,0,53,32,2,0,0,0,Welterweight,U-DEC,3,5:00
4365,win,Jacob Volkmann,Efrain Escudero,0,0,17,7,3,0,2,4,Lightweight,U-DEC,3,5:00
4366,win,Diego Nunes,Manvel Gamburyan,0,0,42,19,0,2,0,0,Featherweight,U-DEC,3,5:00
4367,win,Jon Jones,Lyoto Machida,1,0,24,13,1,0,1,0,Light Heavyweight,SUB,2,4:26
4368,win,Frank Mir,Antonio Rodrigo Nogueira,0,0,6,21,1,0,1,1,Heavyweight,SUB,1,3:38
4369,win,Rogerio Nogueira,Tito Ortiz,1,0,54,9,0,0,0,0,Light Heavyweight,KO/TKO,1,3:15
4370,win,Brian Ebersole,Claude Patrick,0,0,23,28,2,0,0,3,Welterweight,S-DEC,3,5:00
4371,win,Chan Sung Jung,Mark Hominick,1,0,6,0,0,0,0,0,Featherweight,KO/TKO,1,0:07
4372,win,Igor Pokrajac,Krzysztof Soszynski,1,0,21,4,0,0,0,0,Light Heavyweight,KO/TKO,1,0:35
4373,win,Constantinos Philippou,Jared Hamman,3,0,21,9,1,0,1,0,Middleweight,KO/TKO,1,3:11
4374,win,Dennis Hallman,John Makdessi,0,0,20,0,1,0,1,0,Lightweight,SUB,1,2:58
4375,win,Yves Jabouin,Walel Watson,0,0,33,47,2,0,0,2,Bantamweight,S-DEC,3,5:00
4376,win,Mark Bocek,Nik Lentz,0,0,46,10,5,0,0,3,Lightweight,U-DEC,3,5:00
4377,win,Jake Hecht,Rich Attonito,0,0,33,17,0,1,0,0,Welterweight,KO/TKO,2,1:10
4378,win,John Cholish,Mitch Clarke,0,0,55,17,1,0,0,0,Lightweight,KO/TKO,2,4:36
4379,win,Michael Bisping,Jason Miller,0,0,102,27,0,1,0,0,Middleweight,KO/TKO,3,3:34
4380,win,Diego Brandao,Dennis Bermudez,1,1,19,25,1,1,1,0,Featherweight,SUB,1,4:51
4381,win,John Dodson,TJ Dillashaw,1,0,7,2,0,0,0,0,Bantamweight,KO/TKO,1,1:54
4382,win,Tony Ferguson,Yves Edwards,0,0,61,45,1,0,1,0,Lightweight,U-DEC,3,5:00
4383,win,Johnny Bedford,Louis Gaudinot,1,0,82,6,4,0,0,0,Bantamweight,KO/TKO,3,1:58
4384,win,Marcus Brimage,Stephen Bass,0,0,88,73,1,0,0,0,Featherweight,U-DEC,3,5:00
4385,win,John Albert,Dustin Pague,1,0,21,3,0,0,0,0,Bantamweight,KO/TKO,1,1:09
4386,win,Roland Delorme,Josh Ferguson,1,0,36,34,2,0,2,0,Bantamweight,SUB,3,0:22
4387,win,Steven Siler,Josh Clopton,0,0,72,43,0,4,2,0,Featherweight,U-DEC,3,5:00
4388,win,Bryan Caraway,Dustin Neace,0,0,23,18,3,0,1,1,Featherweight,SUB,2,3:38
4389,win,Dan Henderson,Mauricio Rua,1,0,77,96,1,5,1,1,Light Heavyweight,U-DEC,5,5:00
4390,win,Wanderlei Silva,Cung Le,1,0,43,32,0,0,0,0,Middleweight,KO/TKO,2,4:49
4391,win,Urijah Faber,Brian Bowles,1,0,36,13,1,0,1,0,Bantamweight,SUB,2,1:27
4392,win,Martin Kampmann,Rick Story,0,0,38,61,3,1,1,0,Welterweight,S-DEC,3,5:00
4393,win,Stephan Bonnar,Kyle Kingsbury,0,0,36,31,4,0,1,0,Light Heavyweight,U-DEC,3,5:00
4394,win,Ryan Bader,Jason Brilz,1,0,6,1,0,0,0,0,Light Heavyweight,KO/TKO,1,1:17
4395,win,Michael McDonald,Alex Soto,2,0,12,6,0,0,0,0,Bantamweight,KO/TKO,1,0:56
4396,win,Chris Weidman,Tom Lawlor,0,0,3,2,1,0,1,0,Middleweight,SUB,1,2:07
4397,win,Gleison Tibau,Rafael Dos Anjos,0,0,56,25,2,0,0,0,Lightweight,S-DEC,3,5:00
4398,win,Miguel Torres,Nick Pace,0,0,64,31,0,1,0,0,Bantamweight,U-DEC,3,5:00
4399,win,Seth Baczynski,Matt Brown,0,0,17,19,1,1,1,0,Welterweight,SUB,2,0:42
4400,win,Danny Castillo,Shamar Bailey,0,0,22,3,3,0,0,0,Lightweight,KO/TKO,1,4:52
4401,win,Junior Dos Santos,Cain Velasquez,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO,1,1:04
4402,win,Benson Henderson,Clay Guida,1,0,40,11,2,2,0,4,Lightweight,U-DEC,3,5:00
4403,win,Dustin Poirier,Pablo Garza,0,0,17,14,1,0,1,1,Featherweight,SUB,2,1:32
4404,win,Ricardo Lamas,Cub Swanson,0,0,9,17,2,1,1,1,Featherweight,SUB,2,2:16
4405,win,DaMarques Johnson,Clay Harvison,1,0,6,6,0,0,0,0,Welterweight,KO/TKO,1,1:34
4406,win,Darren Uyenoyama,Norifumi Yamamoto,0,0,15,15,2,1,1,0,Bantamweight,U-DEC,3,5:00
4407,nc,Mackens Semerzier,Robert Peralta,0,2,50,39,1,0,0,0,Featherweight,Overturned,3,1:54
4408,win,Alex Caceres,Cole Escovedo,0,0,102,24,0,2,1,0,Bantamweight,U-DEC,3,5:00
4409,win,Mike Pierce,Paul Bradley,0,0,75,63,0,0,0,0,Welterweight,S-DEC,3,5:00
4410,win,Aaron Rosa,Matt Lucas,0,0,59,19,0,1,0,0,Light Heavyweight,M-DEC,3,5:00
4411,win,Mark Munoz,Chris Leben,0,0,39,12,5,2,0,2,Middleweight,KO/TKO,2,5:00
4412,win,Renan Barao,Brad Pickett,1,0,37,10,0,0,1,0,Bantamweight,SUB,1,4:09
4413,win,Thiago Alves,Papy Abedi,1,0,25,14,0,0,1,0,Welterweight,SUB,1,3:32
4414,win,Anthony Perosh,Cyrille Diabate,0,0,17,17,2,0,3,0,Light Heavyweight,SUB,2,3:09
4415,win,Terry Etim,Edward Faaloloto,0,0,5,0,0,0,1,0,Lightweight,SUB,1,0:17
4416,win,John Maguire,Justin Edwards,0,1,27,28,6,0,2,1,Welterweight,U-DEC,3,5:00
4417,win,Philip De Fries,Rob Broughton,0,0,14,29,3,0,0,2,Heavyweight,U-DEC,3,5:00
4418,win,Michihiro Omigawa,Jason Young,0,0,25,32,4,2,3,0,Featherweight,U-DEC,3,5:00
4419,win,Che Mills,Chris Cope,2,0,11,1,0,0,0,0,Welterweight,KO/TKO,1,0:40
4420,win,Chris Cariaso,Vaughan Lee,0,0,52,29,2,4,1,2,Bantamweight,S-DEC,3,5:00
4421,win,Nick Diaz,BJ Penn,0,0,178,88,0,1,0,0,Welterweight,U-DEC,3,5:00
4422,win,Cheick Kongo,Matt Mitrione,0,0,44,21,2,0,0,0,Heavyweight,U-DEC,3,5:00
4423,win,Roy Nelson,Mirko Filipovic,0,0,32,30,2,0,0,0,Heavyweight,KO/TKO,3,1:30
4424,win,Scott Jorgensen,Jeff Curran,0,0,42,41,5,0,0,1,Bantamweight,U-DEC,3,5:00
4425,win,Hatsu Hioki,George Roop,0,0,24,35,2,2,0,0,Featherweight,S-DEC,3,5:00
4426,win,Donald Cerrone,Dennis Siver,2,0,9,12,0,0,1,0,Lightweight,SUB,1,2:22
4427,win,Bart Palaszewski,Tyson Griffin,1,0,17,6,0,0,0,0,Featherweight,KO/TKO,1,2:45
4428,win,Brandon Vera,Eliot Marshall,0,1,33,21,1,1,0,2,Light Heavyweight,U-DEC,3,5:00
4429,win,Ramsey Nijem,Danny Downes,0,0,59,6,8,0,4,0,Lightweight,U-DEC,3,5:00
4430,win,Francis Carmont,Chris Camozzi,1,0,51,22,3,0,0,1,Middleweight,U-DEC,3,5:00
4431,win,Clifford Starks,Dustin Jacoby,0,0,26,18,3,0,0,0,Middleweight,U-DEC,3,5:00
4432,win,Frankie Edgar,Gray Maynard,1,1,61,42,0,0,0,0,Lightweight,KO/TKO,4,3:54
4433,win,Jose Aldo,Kenny Florian,0,0,51,40,0,1,0,0,Featherweight,U-DEC,5,5:00
4434,win,Chael Sonnen,Brian Stann,0,0,28,2,4,0,1,0,Middleweight,SUB,2,3:51
4435,win,Nam Phan,Leonard Garcia,0,1,174,100,1,0,0,0,Featherweight,U-DEC,3,5:00
4436,win,Joe Lauzon,Melvin Guillard,0,0,2,3,0,0,1,0,Lightweight,SUB,1,0:47
4437,win,Demian Maia,Jorge Santiago,0,0,24,18,4,0,0,0,Middleweight,U-DEC,3,5:00
4438,win,Anthony Pettis,Jeremy Stephens,0,0,21,17,6,3,0,0,Lightweight,S-DEC,3,5:00
4439,win,Stipe Miocic,Joey Beltran,0,0,68,52,4,1,0,0,Heavyweight,U-DEC,3,5:00
4440,win,Darren Elkins,Zhang Tiequan,0,0,27,2,1,0,3,3,Featherweight,U-DEC,3,5:00
4441,win,Aaron Simpson,Eric Schafer,2,0,58,14,0,0,0,0,Middleweight,U-DEC,3,5:00
4442,win,Mike Massenzio,Steve Cantwell,0,0,78,56,1,0,0,1,Middleweight,U-DEC,3,5:00
4443,win,Dominick Cruz,Demetrious Johnson,0,0,60,63,10,1,1,0,Bantamweight,U-DEC,5,5:00
4444,win,Stefan Struve,Pat Barry,0,0,31,30,0,0,1,0,Heavyweight,SUB,2,3:22
4445,win,Anthony Johnson,Charlie Brenneman,1,0,16,1,0,0,0,0,Welterweight,KO/TKO,1,2:49
4446,win,Matt Wiman,Mac Danzig,0,0,93,66,2,2,1,1,Lightweight,U-DEC,3,5:00
4447,win,Yves Edwards,Rafaello Oliveira,2,0,42,22,0,0,0,0,Lightweight,KO/TKO,2,2:44
4448,win,Paul Sass,Michael Johnson,0,0,2,8,0,0,3,0,Lightweight,SUB,1,3:00
4449,win,Mike Easton,Byron Bloodworth,1,0,31,17,0,0,0,0,Bantamweight,KO/TKO,2,4:52
4450,win,TJ Grant,Shane Roller,0,0,24,10,2,1,3,2,Lightweight,SUB,3,2:12
4451,win,Josh Neer,Keith Wisniewski,0,0,93,41,0,0,1,0,Welterweight,KO/TKO,2,5:00
4452,win,Walel Watson,Joseph Sandoval,2,0,9,0,0,0,0,0,Bantamweight,KO/TKO,1,1:17
4453,win,Jon Jones,Quinton Jackson,0,0,61,16,2,0,2,0,Light Heavyweight,SUB,4,1:14
4454,win,Josh Koscheck,Matt Hughes,0,0,26,14,0,0,0,0,Welterweight,KO/TKO,1,4:59
4455,win,Mark Hunt,Ben Rothwell,0,0,47,19,2,2,1,0,Heavyweight,U-DEC,3,5:00
4456,win,Travis Browne,Rob Broughton,0,0,45,22,3,0,0,1,Heavyweight,U-DEC,3,5:00
4457,win,Nate Diaz,Takanori Gomi,1,0,36,4,0,0,3,0,Lightweight,SUB,1,4:27
4458,win,Tony Ferguson,Aaron Riley,0,0,31,11,0,0,0,0,Lightweight,KO/TKO,1,5:00
4459,win,Tim Boetsch,Nick Ring,0,0,46,29,4,0,2,0,Middleweight,U-DEC,3,5:00
4460,win,Junior Assuncao,Eddie Yagin,0,0,63,10,3,0,0,2,Featherweight,U-DEC,3,5:00
4461,win,Takeya Mizugaki,Cole Escovedo,2,0,70,29,1,0,0,0,Bantamweight,KO/TKO,2,4:30
4462,win,James Te Huna,Ricardo Romero,1,0,5,0,0,0,0,0,Light Heavyweight,KO/TKO,1,0:47
4463,win,Jake Ellenberger,Jake Shields,1,0,9,1,0,0,0,0,Welterweight,KO/TKO,1,0:53
4464,win,Court McGee,Dongi Yang,0,1,62,50,2,1,1,0,Middleweight,U-DEC,3,5:00
4465,win,Erik Koch,Jonathan Brookins,0,0,40,23,0,1,0,0,Featherweight,U-DEC,3,5:00
4466,win,Alan Belcher,Jason MacDonald,0,0,25,2,0,0,0,0,Middleweight,KO/TKO,1,3:48
4467,win,Vagner Rocha,Cody McKenzie,0,0,18,15,2,0,4,1,Lightweight,SUB,2,3:49
4468,win,Evan Dunham,Shamar Bailey,0,0,92,35,0,0,1,0,Lightweight,U-DEC,3,5:00
4469,win,Lance Benoist,Matthew Riddle,0,0,39,26,1,4,0,0,Welterweight,U-DEC,3,5:00
4470,win,Ken Stone,Donny Walker,0,0,7,1,2,0,1,0,Bantamweight,SUB,1,2:40
4471,win,Seth Baczynski,Clay Harvison,1,0,41,12,0,0,1,0,Welterweight,SUB,2,1:12
4472,win,TJ Waldburger,Mike Stumpf,0,0,4,0,3,0,2,1,Welterweight,SUB,1,3:52
4473,win,Robert Peralta,Mike Lullo,0,0,80,51,1,2,0,0,Featherweight,U-DEC,3,5:00
4474,win,Justin Edwards,Jorge Lopez,0,0,41,42,2,3,2,0,Welterweight,U-DEC,3,5:00
4475,win,Anderson Silva,Yushin Okami,2,0,43,16,0,0,0,0,Middleweight,KO/TKO,2,2:04
4476,win,Mauricio Rua,Forrest Griffin,1,0,16,3,0,0,0,0,Light Heavyweight,KO/TKO,1,1:53
4477,win,Edson Barboza,Ross Pearson,1,0,55,60,0,0,0,0,Lightweight,S-DEC,3,5:00
4478,win,Antonio Rodrigo Nogueira,Brendan Schaub,1,0,15,11,0,0,0,0,Heavyweight,KO/TKO,1,3:09
4479,win,Stanislav Nedkov,Luiz Cane,1,0,29,15,0,0,0,0,Light Heavyweight,KO/TKO,1,4:13
4480,win,Thiago Tavares,Spencer Fisher,0,0,10,3,3,0,0,0,Lightweight,KO/TKO,2,2:51
4481,win,Rousimar Palhares,Dan Miller,1,1,67,42,2,0,0,0,Middleweight,U-DEC,3,5:00
4482,win,Paulo Thiago,David Mitchell,0,0,19,23,6,0,1,0,Welterweight,U-DEC,3,5:00
4483,win,Raphael Assuncao,Johnny Eduardo,0,0,53,28,3,0,0,1,Bantamweight,U-DEC,3,5:00
4484,win,Erick Silva,Luis Ramos,1,0,4,4,0,0,0,0,Welterweight,KO/TKO,1,0:40
4485,win,Iuri Alcantara,Felipe Arantes,0,0,22,29,6,0,0,0,Featherweight,U-DEC,3,5:00
4486,win,Yves Jabouin,Ian Loveland,0,0,37,33,2,3,0,1,Bantamweight,S-DEC,3,5:00
4487,win,Chris Lytle,Dan Hardy,0,0,127,61,0,1,1,0,Welterweight,SUB,3,4:16
4488,win,Benson Henderson,Jim Miller,0,0,65,14,7,0,2,6,Lightweight,U-DEC,3,5:00
4489,win,Donald Cerrone,Charles Oliveira,0,0,30,10,0,0,0,0,Lightweight,KO/TKO,1,3:01
4490,win,Duane Ludwig,Amir Sadollah,0,0,123,95,1,0,0,0,Welterweight,U-DEC,3,5:00
4491,win,Jared Hamman,CB Dollaway,0,0,53,19,0,3,0,1,Middleweight,KO/TKO,2,3:38
4492,win,Joseph Benavidez,Eddie Wineland,0,0,66,24,0,0,0,0,Bantamweight,U-DEC,3,5:00
4493,win,Ed Herman,Kyle Noke,0,0,2,12,1,1,3,0,Middleweight,SUB,1,4:15
4494,win,Ronny Markes,Karlos Vemola,0,0,40,8,6,0,0,1,Light Heavyweight,U-DEC,3,5:00
4495,win,Jimy Hettes,Alex Caceres,0,0,2,13,5,0,2,0,Featherweight,SUB,2,3:12
4496,win,Cole Miller,TJ O'Brien,1,0,32,28,0,0,2,0,Lightweight,SUB,2,2:38
4497,win,Jacob Volkmann,Danny Castillo,0,0,6,22,3,1,6,0,Lightweight,U-DEC,3,5:00
4498,win,Edwin Figueroa,Jason Reinhardt,0,0,23,1,0,1,1,0,Bantamweight,KO/TKO,2,0:50
4499,win,Rashad Evans,Tito Ortiz,0,0,48,5,1,1,0,1,Light Heavyweight,KO/TKO,2,4:48
4500,win,Vitor Belfort,Yoshihiro Akiyama,2,0,12,1,0,0,0,0,Middleweight,KO/TKO,1,1:52
4501,win,Brian Ebersole,Dennis Hallman,0,0,19,0,0,1,0,1,Welterweight,KO/TKO,1,4:28
4502,win,Constantinos Philippou,Jorge Rivera,1,0,35,25,2,1,1,0,Middleweight,S-DEC,3,5:00
4503,win,Rory MacDonald,Mike Pyle,0,0,24,3,0,2,2,0,Welterweight,KO/TKO,1,3:54
4504,win,Alexander Gustafsson,Matt Hamill,1,0,37,13,0,0,0,0,Light Heavyweight,KO/TKO,2,3:34
4505,win,Chad Mendes,Rani Yahya,0,0,35,15,5,0,0,0,Featherweight,U-DEC,3,5:00
4506,win,Ivan Menjivar,Nick Pace,0,0,61,31,0,2,0,1,Bantamweight,U-DEC,3,5:00
4507,win,Johny Hendricks,Mike Pierce,0,0,54,37,1,1,0,0,Welterweight,S-DEC,3,5:00
4508,win,Mike Brown,Nam Phan,0,0,60,38,5,0,0,0,Featherweight,U-DEC,3,5:00
4509,win,Rafael Natal,Paul Bradley,0,0,43,13,0,3,0,0,Middleweight,U-DEC,3,5:00
4510,win,Dominick Cruz,Urijah Faber,0,0,90,50,4,1,0,0,Bantamweight,U-DEC,5,5:00
4511,win,Chris Leben,Wanderlei Silva,1,0,9,3,0,0,0,0,Middleweight,KO/TKO,1,0:27
4512,win,Dennis Siver,Matt Wiman,0,0,31,26,1,5,0,2,Lightweight,U-DEC,3,5:00
4513,win,Tito Ortiz,Ryan Bader,1,0,6,4,0,0,1,0,Light Heavyweight,SUB,1,1:56
4514,win,Carlos Condit,Dong Hyun Kim,1,0,8,1,0,1,1,0,Welterweight,KO/TKO,1,2:58
4515,win,Melvin Guillard,Shane Roller,2,0,17,1,0,0,0,0,Lightweight,KO/TKO,1,2:12
4516,win,Rafael Dos Anjos,George Sotiropoulos,1,0,2,2,0,0,0,0,Lightweight,KO/TKO,1,0:59
4517,win,Brian Bowles,Takeya Mizugaki,0,0,29,14,1,0,0,0,Bantamweight,U-DEC,3,5:00
