,Weight class,Round,f1_Height_cm,f1_Wins,f1_Losses,f1_Reach,f1_DOB,f1_SLpM,f1_Str. Acc.,f1_SApM,f1_Str. Def,f1_TD Avg.,f1_TD Acc.,f1_TD Def.,f1_Sub. Avg.,f2_Height_cm,f2_Wins,f2_Losses,f2_Reach,f2_DOB,f2_SLpM,f2_Str. Acc.,f2_SApM,f2_Str. Def,f2_TD Avg.,f2_TD Acc.,f2_TD Def.,f2_Sub. Avg.,Method_DEC,Method_KO/TKO,Method_SUB,f1_STANCE_Orthodox,f1_STANCE_Southpaw,f1_STANCE_Switch,f1_STANCE_unk,f2_STANCE_Orthodox,f2_STANCE_Southpaw,f2_STANCE_Switch,f2_STANCE_unk,winner
2864,7.0,1.0,154.94,15.0,7.0,69.0,1989.0,0.79,50.0,5.26,23.0,0.0,0.0,0.0,0.0,175.26,27.0,6.0,73.0,1988.0,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2865,6.0,1.0,172.72,19.0,5.0,68.0,1991.0,2.54,38.0,2.53,63.0,2.54,46.0,100.0,0.0,172.72,10.0,2.0,70.0,1983.0,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2866,4.0,2.0,160.02,27.0,3.0,66.0,1986.0,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,160.02,17.0,8.0,64.0,1981.0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2867,7.0,3.0,185.42,36.0,16.0,73.0,1983.0,4.43,46.0,4.49,53.0,1.18,33.0,74.0,1.2,175.26,29.0,6.0,69.0,1984.0,4.32,41.0,4.39,55.0,2.92,36.0,92.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2868,6.0,1.0,175.26,22.0,5.0,74.0,1988.0,5.32,49.0,4.54,54.0,0.7,55.0,67.0,0.0,175.26,27.0,6.0,72.0,1989.0,5.59,50.0,4.17,54.0,1.47,36.0,61.0,1.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2869,9.0,3.0,154.94,18.0,6.0,74.0,1979.0,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,182.88,13.0,5.0,73.0,1977.0,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2870,2.0,3.0,172.72,21.0,4.0,69.0,1988.0,4.5,51.0,2.45,57.0,2.5,53.0,84.0,0.9,167.64,10.0,4.0,68.0,1982.0,2.57,61.0,1.63,47.0,2.77,65.0,42.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2871,5.0,1.0,170.18,21.0,11.0,69.0,1983.0,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,172.72,23.0,3.0,68.0,1985.0,3.65,32.0,2.42,72.0,2.99,46.0,83.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2872,7.0,3.0,187.96,28.0,9.0,73.0,1986.0,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9,154.94,35.0,15.0,74.0,1984.0,4.22,48.0,3.01,65.0,1.54,59.0,75.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2873,8.0,3.0,182.88,16.0,4.0,75.0,1983.0,4.24,43.0,2.8,58.0,0.32,45.0,78.0,0.0,154.94,23.0,11.0,75.0,1980.0,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2874,7.0,3.0,154.94,10.0,5.0,73.0,1984.0,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,175.26,18.0,6.0,77.0,1992.0,3.9,42.0,3.23,51.0,3.21,43.0,75.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2875,5.0,2.0,154.94,15.0,7.0,71.0,1987.0,2.47,31.0,2.54,63.0,1.85,38.0,58.0,0.4,165.1,15.0,10.0,67.0,1981.0,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2876,11.0,2.0,154.94,13.0,14.0,72.0,1974.0,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2,182.88,22.0,14.0,73.0,1976.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2877,7.0,1.0,154.94,17.0,4.0,73.0,1988.0,2.94,42.0,2.16,66.0,2.16,55.0,50.0,0.3,170.18,35.0,14.0,70.0,1978.0,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2878,8.0,3.0,154.94,6.0,5.0,75.0,1980.0,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,154.94,14.0,6.0,75.0,1975.0,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2879,2.0,3.0,167.64,18.0,7.0,66.0,1986.0,1.93,41.0,2.71,50.0,2.06,31.0,52.0,1.6,154.94,19.0,2.0,66.4,1986.0,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2880,8.0,3.0,182.88,9.0,5.0,73.0,1988.0,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2,154.94,18.0,7.0,71.0,1981.0,1.87,44.0,3.92,41.0,1.59,20.0,28.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2881,5.0,3.0,170.18,26.0,12.0,67.0,1982.0,1.88,49.0,1.63,62.0,1.44,50.0,63.0,0.9,154.94,18.0,12.0,73.0,1988.0,4.1,50.0,2.82,65.0,0.57,78.0,64.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2882,6.0,2.0,172.72,15.0,8.0,67.0,1986.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,172.72,24.0,8.0,66.0,1981.0,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2883,5.0,3.0,165.1,11.0,3.0,67.0,1990.0,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2,175.26,17.0,8.0,73.0,1987.0,2.52,44.0,2.43,58.0,2.53,59.0,71.0,1.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2884,7.0,2.0,154.94,22.0,6.0,72.0,1989.0,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2,154.94,18.0,7.0,73.0,1987.0,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2885,6.0,3.0,182.88,20.0,10.0,75.0,1990.0,4.95,48.0,4.92,51.0,0.72,34.0,79.0,0.3,172.72,12.0,8.0,71.0,1983.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2886,11.0,1.0,193.04,19.0,12.0,82.0,1979.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,190.5,31.0,20.0,77.0,1979.0,3.62,44.0,2.95,57.0,0.45,36.0,78.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2887,7.0,3.0,154.94,33.0,14.0,71.0,1983.0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,175.26,18.0,6.0,71.0,1987.0,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2888,7.0,3.0,175.26,28.0,12.0,71.0,1986.0,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,182.88,18.0,5.0,75.0,1980.0,2.65,44.0,2.77,58.0,1.07,29.0,89.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2889,8.0,1.0,182.88,29.0,4.0,73.0,1986.0,4.65,40.0,4.38,63.0,0.46,36.0,60.0,0.0,154.94,29.0,10.0,70.0,1983.0,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2890,5.0,3.0,175.26,35.0,10.0,71.0,1980.0,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,170.18,15.0,8.0,70.0,1986.0,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2891,2.0,1.0,170.18,10.0,2.0,70.8,1994.0,1.21,19.0,4.14,55.0,0.0,0.0,0.0,0.0,154.94,21.0,9.0,62.0,1991.0,6.15,50.0,5.2,52.0,2.97,55.0,66.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2892,6.0,1.0,170.18,9.0,2.0,72.0,1988.0,1.01,69.0,3.83,35.0,0.85,33.0,63.0,0.8,170.18,13.0,6.0,73.0,1987.0,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2893,8.0,2.0,182.88,17.0,7.0,73.0,1981.0,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,185.42,25.0,9.0,77.0,1980.0,1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2894,7.0,3.0,175.26,20.0,6.0,72.0,1985.0,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,175.26,26.0,8.0,70.0,1978.0,3.08,43.0,2.64,59.0,1.03,45.0,60.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2895,8.0,3.0,154.94,12.0,6.0,74.0,1987.0,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,154.94,18.0,9.0,74.0,1981.0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2896,5.0,2.0,154.94,21.0,13.0,71.0,1983.0,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,167.64,27.0,10.0,67.0,1984.0,1.57,37.0,1.7,50.0,2.89,33.0,24.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2897,11.0,1.0,190.5,12.0,5.0,82.0,1978.0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,190.5,25.0,7.0,79.0,1985.0,2.59,50.0,2.16,44.0,0.52,26.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2898,7.0,2.0,154.94,28.0,16.0,71.0,1984.0,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,185.42,18.0,4.0,75.0,1987.0,1.89,40.0,1.71,54.0,3.6,52.0,68.0,0.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2899,4.0,2.0,167.64,19.0,7.0,66.0,1984.0,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,170.18,11.0,5.0,66.0,1992.0,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2900,7.0,3.0,170.18,13.0,9.0,71.0,1980.0,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,154.94,14.0,6.0,70.0,1987.0,4.06,40.0,4.44,61.0,0.64,18.0,74.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2901,9.0,3.0,187.96,24.0,13.0,75.0,1986.0,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,182.88,21.0,9.0,77.0,1982.0,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2902,5.0,3.0,170.18,10.0,5.0,69.0,1985.0,3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2,170.18,13.0,8.0,66.8,1986.0,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2903,6.0,3.0,154.94,18.0,3.0,72.0,1985.0,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4,175.26,14.0,7.0,70.0,1989.0,3.49,61.0,2.5,54.0,1.08,42.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2904,5.0,5.0,167.64,17.0,4.0,67.0,1986.0,5.37,41.0,3.03,65.0,1.68,37.0,86.0,1.0,167.64,18.0,7.0,65.0,1987.0,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2905,7.0,3.0,175.26,17.0,10.0,71.0,1979.0,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,154.94,26.0,6.0,76.0,1984.0,5.15,45.0,3.78,59.0,0.42,42.0,67.0,1.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2906,2.0,2.0,165.1,11.0,5.0,64.0,1983.0,4.39,44.0,4.56,58.0,0.44,20.0,84.0,0.0,170.18,15.0,11.0,68.6,1980.0,2.49,30.0,6.36,51.0,0.67,18.0,44.0,1.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2907,7.0,2.0,154.94,9.0,6.0,75.0,1988.0,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,175.26,17.0,4.0,74.0,1985.0,4.7,37.0,3.38,56.0,0.81,24.0,66.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2908,7.0,2.0,154.94,18.0,4.0,71.0,1988.0,2.46,35.0,3.63,45.0,1.14,20.0,35.0,2.7,154.94,15.0,7.0,75.0,1987.0,4.05,35.0,5.38,46.0,0.12,25.0,76.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2909,9.0,3.0,185.42,22.0,7.0,77.0,1984.0,3.46,47.0,2.72,53.0,3.11,33.0,94.0,0.5,154.94,18.0,6.0,72.0,1986.0,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2910,11.0,2.0,195.58,15.0,9.0,76.0,1980.0,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,187.96,11.0,6.0,75.0,1978.0,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2911,7.0,1.0,154.94,12.0,3.0,70.0,1987.0,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,172.72,10.0,3.0,73.2,1986.0,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2912,7.0,1.0,175.26,24.0,7.0,70.0,1983.0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,172.72,30.0,13.0,70.0,1984.0,3.49,46.0,3.22,61.0,1.93,37.0,58.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2913,8.0,1.0,182.88,27.0,14.0,74.0,1975.0,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,182.88,31.0,12.0,73.0,1989.0,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2914,9.0,2.0,185.42,28.0,9.0,78.0,1981.0,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,190.5,25.0,12.0,78.0,1981.0,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2915,3.8,3.0,154.94,14.0,7.0,73.0,1993.0,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5,154.94,22.0,6.0,69.0,1991.0,7.26,46.0,4.58,60.0,0.21,71.0,84.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2916,7.0,3.0,182.88,15.0,5.0,73.0,1985.0,4.87,37.0,4.09,61.0,1.33,40.0,96.0,0.0,190.5,13.0,5.0,76.0,1987.0,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2917,6.0,1.0,154.94,18.0,3.0,72.0,1985.0,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4,175.26,22.0,8.0,69.0,1982.0,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2918,8.0,3.0,175.26,15.0,6.0,72.0,1987.0,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,190.5,25.0,9.0,80.0,1987.0,3.67,46.0,2.06,56.0,2.44,42.0,57.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2919,7.0,2.0,154.94,21.0,4.0,72.0,1989.0,3.8,49.0,2.58,58.0,2.11,34.0,81.0,1.0,182.88,17.0,6.0,73.0,1989.0,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2920,5.0,3.0,154.94,9.0,3.0,70.0,1987.0,3.23,42.0,4.27,52.0,3.66,44.0,50.0,0.0,175.26,12.0,4.0,71.0,1989.0,1.65,56.0,3.44,39.0,0.0,0.0,44.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2921,8.0,1.0,175.26,9.0,4.0,75.2,1987.0,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,187.96,22.0,13.0,77.0,1983.0,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2922,4.0,3.0,167.64,11.0,4.0,68.0,1991.0,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4,162.56,23.0,10.0,65.0,1985.0,1.83,29.0,3.04,55.0,5.15,42.0,47.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2923,9.0,4.0,185.42,30.0,9.0,75.0,1979.0,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,175.26,9.0,3.0,70.0,1972.0,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2924,8.0,1.0,187.96,22.0,4.0,76.0,1981.0,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,175.26,19.0,7.0,74.0,1982.0,2.36,48.0,2.76,54.0,1.06,40.0,87.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2925,7.0,3.0,154.94,23.0,9.0,71.0,1990.0,1.28,48.0,1.88,53.0,1.75,30.0,69.0,0.8,170.18,6.0,3.0,69.0,1987.0,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2926,6.0,3.0,170.18,11.0,4.0,67.0,1988.0,1.4,26.0,2.07,65.0,1.0,25.0,33.0,0.0,162.56,5.0,4.0,64.0,1981.0,2.66,41.0,1.91,61.0,1.09,50.0,62.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2927,8.0,3.0,187.96,19.0,9.0,73.6,1986.0,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,182.88,20.0,6.0,75.4,1986.0,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2928,8.0,1.0,170.18,10.0,3.0,70.0,1985.0,3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0,182.88,13.0,1.0,77.0,1982.0,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2929,5.0,1.0,154.94,21.0,6.0,71.0,1989.0,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,175.26,9.0,5.0,71.0,1983.0,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2930,8.0,1.0,154.94,16.0,2.0,72.0,1988.0,4.12,38.0,2.86,55.0,4.61,50.0,75.0,0.1,182.88,2.0,1.0,74.8,1991.0,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2931,2.0,3.0,160.02,11.0,6.0,69.6,1989.0,0.87,31.0,3.43,58.0,2.34,45.0,0.0,0.0,167.64,6.0,6.0,65.0,1986.0,2.6,33.0,3.07,58.0,0.75,25.0,53.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2932,10.0,5.0,190.5,25.0,15.0,80.0,1983.0,2.68,46.0,3.03,45.0,1.19,40.0,66.0,0.6,187.96,23.0,5.0,74.0,1983.0,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2933,7.0,2.0,175.26,13.0,7.0,70.0,1979.0,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,172.72,20.0,16.0,69.0,1984.0,3.68,40.0,4.09,62.0,0.74,35.0,75.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2934,9.0,2.0,185.42,18.0,7.0,74.0,1987.0,3.04,41.0,2.73,56.0,0.97,27.0,79.0,0.0,182.88,21.0,13.0,74.0,1981.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2935,8.0,1.0,190.5,20.0,14.0,75.0,1981.0,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,182.88,17.0,7.0,73.0,1981.0,5.67,50.0,3.77,60.0,0.51,44.0,58.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2936,11.0,3.0,182.88,19.0,8.0,75.0,1984.0,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,203.2,9.0,3.0,74.8,1981.0,1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2937,6.0,1.0,172.72,18.0,8.0,71.0,1986.0,3.76,44.0,2.97,53.0,0.59,66.0,65.0,0.0,170.18,21.0,7.0,70.0,1984.0,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2938,4.0,3.0,165.1,23.0,8.0,67.0,1985.0,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,162.56,20.0,8.0,64.0,1983.0,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2939,2.0,3.0,165.1,15.0,4.0,67.0,1983.0,3.95,40.0,4.25,61.0,1.16,34.0,70.0,0.1,167.64,12.0,6.0,66.0,1980.0,2.32,45.0,1.94,48.0,4.41,65.0,50.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2940,9.0,3.0,185.42,17.0,9.0,73.0,1982.0,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,187.96,33.0,15.0,75.0,1986.0,3.2,43.0,3.44,54.0,0.07,16.0,82.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2941,5.0,3.0,167.64,4.0,3.0,67.4,1988.0,2.57,47.0,2.53,67.0,0.0,0.0,60.0,0.0,167.64,13.0,7.0,66.0,1980.0,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2942,8.0,5.0,182.88,25.0,18.0,75.0,1981.0,3.68,54.0,2.68,55.0,1.52,44.0,64.0,1.4,154.94,28.0,15.0,74.0,1982.0,3.5,45.0,4.16,60.0,0.68,64.0,64.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2943,10.0,1.0,187.96,22.0,6.0,78.0,1984.0,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,187.96,23.0,10.0,75.0,1976.0,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2944,6.0,2.0,167.64,17.0,9.0,66.0,1986.0,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1,170.18,36.0,17.0,70.0,1981.0,2.44,34.0,2.57,63.0,3.36,38.0,68.0,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2945,7.0,3.0,154.94,27.0,11.0,71.0,1986.0,5.17,51.0,3.32,63.0,1.56,41.0,72.0,0.3,154.94,22.0,9.0,71.0,1978.0,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
