,Weight class,Round,f1_Height_cm,f1_Wins,f1_Losses,f1_Reach,f1_DOB,f1_SLpM,f1_Str. Acc.,f1_SApM,f1_Str. Def,f1_TD Avg.,f1_TD Acc.,f1_TD Def.,f1_Sub. Avg.,f2_Height_cm,f2_Wins,f2_Losses,f2_Reach,f2_DOB,f2_SLpM,f2_Str. Acc.,f2_SApM,f2_Str. Def,f2_TD Avg.,f2_TD Acc.,f2_TD Def.,f2_Sub. Avg.,Method_DEC,Method_KO/TKO,Method_SUB,f1_STANCE_Orthodox,f1_STANCE_Southpaw,f1_STANCE_Switch,f1_STANCE_unk,f2_STANCE_Orthodox,f2_STANCE_Southpaw,f2_STANCE_Switch,f2_STANCE_unk,winner
0,11.0,5.0,200.66,33.0,8.0,80.0,1988.0,4.88,59.0,2.48,56.0,0.66,70.0,66.0,0.2,193.04,8.0,0.0,81.0,1990.0,5.04,55.0,1.85,69.0,1.13,26.0,100.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,11.0,2.0,190.5,25.0,15.0,80.0,1983.0,2.68,46.0,3.03,45.0,1.19,40.0,66.0,0.6,187.96,19.0,8.0,75.0,1991.0,4.21,52.0,2.26,63.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,5.0,3.0,170.18,16.0,1.0,67.0,1987.0,5.59,52.0,4.17,67.0,2.23,56.0,85.0,0.7,167.64,17.0,2.0,67.0,1990.0,5.5,71.0,1.55,56.0,2.73,66.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,8.0,3.0,187.96,31.0,12.0,75.0,1984.0,5.16,48.0,3.58,61.0,0.92,41.0,64.0,0.2,154.94,19.0,3.0,74.0,1984.0,3.2,37.0,3.57,55.0,1.45,33.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,7.0,2.0,154.94,14.0,4.0,72.0,1989.0,5.4,46.0,3.74,65.0,1.28,53.0,78.0,0.6,185.42,10.0,2.0,77.0,1988.0,1.83,30.0,2.61,48.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,8.0,2.0,167.64,26.0,3.0,67.0,1981.0,2.44,47.0,2.49,58.0,4.11,36.0,50.0,0.6,185.42,13.0,0.0,77.0,1994.0,2.79,52.0,1.93,50.0,0.0,0.0,100.0,3.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,10.0,2.0,190.5,14.0,5.0,74.0,1988.0,5.4,47.0,3.71,58.0,0.0,0.0,0.0,0.0,185.42,18.0,11.0,73.0,1984.0,3.62,40.0,6.93,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2.0,3.0,170.18,8.0,2.0,68.0,1988.0,3.1,41.0,2.9,54.0,0.49,50.0,60.0,0.0,170.18,9.0,5.0,66.0,1993.0,2.1,34.0,3.87,50.0,0.0,0.0,66.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8,6.0,3.0,175.26,13.0,5.0,69.0,1986.0,3.11,37.0,3.78,48.0,1.76,32.0,40.0,1.0,170.18,16.0,7.0,68.0,1989.0,3.58,42.0,6.49,58.0,0.0,0.0,33.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9,7.0,3.0,154.94,15.0,7.0,75.0,1987.0,4.05,35.0,5.38,46.0,0.12,25.0,76.0,0.5,175.26,13.0,6.0,70.0,1986.0,2.99,46.0,2.99,66.0,0.68,60.0,39.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,6.0,5.0,170.18,15.0,4.0,71.0,1991.0,3.82,46.0,3.41,56.0,1.38,25.0,55.0,0.4,170.18,17.0,6.0,72.0,1987.0,4.07,43.0,3.87,55.0,0.82,47.0,77.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,5.0,3.0,172.72,13.0,5.0,69.0,1985.0,4.21,47.0,3.25,56.0,2.07,46.0,60.0,0.2,172.72,17.0,7.0,70.0,1992.0,3.91,50.0,4.08,51.0,0.88,42.0,69.0,1.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,6.0,1.0,185.42,25.0,10.0,74.0,1989.0,5.1,47.0,5.78,50.0,1.29,54.0,58.0,0.9,182.88,10.0,3.0,74.0,1992.0,3.31,41.0,2.55,46.0,1.0,57.0,66.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,9.0,1.0,162.56,12.0,5.0,65.0,1990.0,2.98,46.0,3.23,58.0,2.89,31.0,64.0,0.0,182.88,16.0,5.0,72.0,1996.0,2.44,42.0,3.75,43.0,2.31,22.0,100.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14,8.0,2.0,187.96,17.0,9.0,75.0,1989.0,3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,182.88,25.0,18.0,75.0,1981.0,3.68,54.0,2.68,55.0,1.52,44.0,64.0,1.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,10.0,3.0,182.88,10.0,1.0,78.0,1994.0,2.73,37.0,5.73,26.0,0.5,20.0,57.0,0.0,185.42,6.0,2.0,74.0,1995.0,4.78,59.0,3.15,60.0,0.59,25.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16,0.0,2.0,160.02,17.0,2.0,64.0,1988.0,2.65,46.0,2.92,53.0,2.5,53.0,75.0,1.9,154.94,12.0,2.0,62.0,1993.0,2.08,59.0,2.6,53.0,2.4,40.0,0.0,1.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17,11.0,3.0,193.04,14.0,4.0,79.0,1989.0,6.53,50.0,6.13,43.0,0.43,14.0,66.0,0.4,154.94,15.0,8.0,72.0,1986.0,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18,7.0,1.0,172.72,11.0,4.0,69.0,1989.0,3.9,37.0,4.55,56.0,0.23,50.0,64.0,0.7,182.88,22.0,6.0,70.0,1989.0,4.39,42.0,4.27,53.0,0.66,13.0,66.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,1.0,3.0,167.64,7.0,0.0,69.0,1997.0,5.56,60.0,2.64,38.0,3.47,62.0,60.0,2.1,162.56,7.0,2.0,67.0,1995.0,5.64,58.0,6.5,47.0,3.15,47.0,50.0,0.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20,9.0,5.0,193.04,21.0,1.0,80.0,1989.0,3.94,50.0,2.59,62.0,0.0,0.0,80.0,0.2,182.88,17.0,5.0,74.0,1993.0,3.88,43.0,3.04,63.0,2.24,47.0,78.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,4.0,3.0,165.1,20.0,2.0,68.0,1987.0,3.24,56.0,3.4,49.0,1.54,52.0,58.0,2.1,170.18,19.0,5.0,70.0,1993.0,3.44,39.0,3.29,58.0,2.05,47.0,65.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,8.0,5.0,182.88,21.0,13.0,76.0,1985.0,4.51,45.0,3.73,52.0,1.1,30.0,41.0,1.3,187.96,19.0,3.0,74.0,1991.0,2.62,49.0,2.15,55.0,1.48,35.0,70.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,8.0,3.0,185.42,28.0,11.0,72.0,1977.0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,154.94,19.0,3.0,72.0,1988.0,4.61,42.0,3.8,60.0,1.8,28.0,91.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,10.0,1.0,190.5,15.0,4.0,76.0,1987.0,2.59,51.0,2.39,50.0,2.06,25.0,55.0,1.9,193.04,8.0,1.0,79.0,1991.0,7.5,52.0,3.6,45.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,7.0,3.0,172.72,23.0,11.0,70.0,1988.0,4.38,40.0,4.08,52.0,0.82,18.0,55.0,0.1,170.18,10.0,1.0,71.0,1991.0,4.75,53.0,3.18,54.0,2.0,42.0,62.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,10.0,3.0,182.88,12.0,7.0,74.0,1990.0,2.98,45.0,3.07,49.0,1.56,41.0,67.0,0.1,185.42,14.0,5.0,75.0,1987.0,3.2,47.0,3.96,51.0,1.47,32.0,76.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,1.0,3.0,167.64,15.0,6.0,65.0,1985.0,6.75,50.0,4.5,52.0,1.62,55.0,63.0,0.4,165.1,15.0,4.0,67.0,1983.0,3.95,40.0,4.25,61.0,1.16,34.0,70.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,6.0,3.0,172.72,12.0,2.0,73.0,1991.0,4.72,46.0,2.39,62.0,0.0,0.0,67.0,0.0,170.18,15.0,0.0,72.0,1994.0,4.32,44.0,2.79,63.0,4.0,47.0,71.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,2.0,3.0,170.18,16.0,5.0,66.0,1991.0,5.71,49.0,4.56,54.0,0.18,14.0,78.0,0.2,167.64,20.0,11.0,68.0,1984.0,4.55,47.0,4.5,55.0,0.94,42.0,34.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,7.0,1.0,154.94,11.0,3.0,73.0,1994.0,1.73,57.0,0.58,66.0,4.33,33.0,0.0,0.0,175.26,8.0,3.0,71.0,1990.0,2.73,37.0,3.49,58.0,2.58,37.0,40.0,1.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31,6.0,3.0,185.42,10.0,2.0,74.0,1999.0,3.87,46.0,3.79,36.0,0.96,18.0,50.0,2.2,154.94,19.0,9.0,70.0,1990.0,4.43,37.0,5.29,55.0,1.87,30.0,70.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,7.0,3.0,185.42,12.0,3.0,75.0,1997.0,2.13,39.0,1.67,65.0,0.33,11.0,68.0,0.0,172.72,9.0,2.0,73.0,1996.0,2.26,37.0,2.49,65.0,0.67,8.0,0.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,11.0,3.0,190.5,12.0,6.0,78.0,1988.0,5.52,42.0,4.44,52.0,0.48,21.0,67.0,0.3,182.88,11.0,1.0,75.0,1995.0,4.88,46.0,5.62,50.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,11.0,1.0,190.5,15.0,3.0,77.0,1991.0,5.1,48.0,3.98,50.0,0.14,50.0,66.0,0.0,187.96,12.0,2.0,78.0,1988.0,3.15,49.0,3.27,40.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,11.0,1.0,190.5,22.0,6.0,78.0,1985.0,3.63,50.0,3.31,55.0,1.67,45.0,82.0,0.1,195.58,13.0,10.0,77.0,1983.0,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,9.0,3.0,187.96,9.0,1.0,76.0,1988.0,2.36,48.0,1.4,64.0,2.74,52.0,37.0,1.5,185.42,9.0,4.0,71.0,1993.0,3.64,33.0,3.85,54.0,0.8,40.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,8.0,3.0,182.88,29.0,4.0,73.0,1986.0,4.65,40.0,4.38,63.0,0.46,36.0,60.0,0.0,187.96,10.0,1.0,74.0,1992.0,5.3,49.0,5.09,52.0,0.57,40.0,100.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,9.0,3.0,185.42,10.0,2.0,74.0,1994.0,5.71,54.0,5.18,48.0,0.35,5.0,50.0,0.0,190.5,8.0,3.0,75.0,1992.0,4.91,48.0,3.18,65.0,2.6,50.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,1.0,2.0,170.18,12.0,6.0,68.0,1995.0,2.87,37.0,3.17,45.0,2.25,31.0,57.0,1.1,167.64,13.0,7.0,67.0,1994.0,2.76,33.0,4.25,48.0,0.23,25.0,42.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,11.0,3.0,154.94,16.0,8.0,73.0,1983.0,1.84,39.0,2.86,56.0,2.02,34.0,100.0,0.4,187.96,19.0,8.0,75.0,1991.0,4.21,52.0,2.26,63.0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,8.0,3.0,154.94,18.0,2.0,70.0,1984.0,3.13,48.0,2.36,68.0,1.12,38.0,81.0,0.0,175.26,26.0,8.0,70.0,1978.0,3.08,43.0,2.64,59.0,1.03,45.0,60.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,6.0,3.0,154.94,16.0,6.0,72.0,1988.0,1.4,43.0,2.52,52.0,3.61,40.0,57.0,1.1,154.94,12.0,4.0,75.0,1994.0,3.27,52.0,5.8,30.0,1.18,40.0,58.0,1.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,6.0,3.0,154.94,10.0,5.0,72.0,1996.0,2.51,50.0,1.74,64.0,2.33,29.0,56.0,1.2,187.96,8.0,1.0,78.0,1992.0,5.27,43.0,3.94,57.0,0.0,0.0,81.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
44,7.0,3.0,175.26,8.0,1.0,71.0,1995.0,1.33,60.0,1.12,46.0,3.06,40.0,0.0,0.8,154.94,11.0,2.0,72.0,1996.0,1.76,47.0,3.02,49.0,3.35,47.0,62.0,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,5.0,5.0,172.72,12.0,4.0,65.0,1991.0,3.17,38.0,4.14,61.0,1.05,32.0,83.0,0.0,172.72,19.0,4.0,71.0,1987.0,5.58,43.0,3.57,61.0,1.2,40.0,53.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,0.0,2.0,165.1,13.0,2.0,63.0,1989.0,5.95,42.0,3.61,61.0,0.92,75.0,65.0,0.0,154.94,19.0,6.0,63.0,1987.0,2.34,43.0,2.75,53.0,3.53,37.0,48.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,3.0,3.0,170.18,6.0,1.0,67.0,1990.0,4.98,53.0,2.86,67.0,1.79,40.0,100.0,0.0,167.64,8.0,3.0,68.0,1990.0,3.05,44.0,5.32,44.0,0.48,10.0,30.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48,6.0,3.0,175.26,15.0,3.0,72.0,1995.0,3.1,41.0,3.6,57.0,3.08,58.0,73.0,0.7,182.88,14.0,6.0,73.0,1989.0,6.37,53.0,4.87,40.0,0.5,28.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
49,9.0,3.0,185.42,22.0,6.0,77.0,1988.0,4.86,45.0,3.36,54.0,2.09,36.0,75.0,0.6,187.96,11.0,2.0,74.0,1997.0,3.46,49.0,4.1,48.0,2.97,40.0,55.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50,11.0,2.0,175.26,21.0,7.0,75.0,1986.0,4.64,38.0,8.43,40.0,0.0,0.0,0.0,0.0,193.04,39.0,13.0,78.0,1981.0,3.71,42.0,4.57,47.0,0.68,35.0,70.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,8.0,3.0,154.94,21.0,10.0,75.0,1984.0,4.76,36.0,3.78,61.0,1.68,23.0,69.0,0.4,154.94,14.0,3.0,71.0,1982.0,2.81,41.0,3.0,44.0,2.63,25.0,50.0,1.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,4.0,1.0,165.1,7.0,4.0,67.0,1992.0,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,162.56,12.0,5.0,65.0,1990.0,2.98,46.0,3.23,58.0,2.89,31.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53,6.0,3.0,154.94,9.0,1.0,73.0,1994.0,2.92,43.0,3.05,54.0,0.0,0.0,86.0,0.4,172.72,19.0,7.0,69.0,1994.0,1.13,26.0,3.53,49.0,2.0,14.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,4.0,1.0,162.56,4.0,1.0,67.8,1995.0,4.78,34.0,3.91,67.0,0.0,0.0,0.0,0.0,165.1,20.0,3.0,68.0,1992.0,4.46,46.0,3.28,63.0,0.0,0.0,78.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
55,7.0,3.0,172.72,19.0,10.0,68.0,1990.0,2.01,46.0,3.71,56.0,0.0,0.0,50.0,1.3,154.94,23.0,1.0,74.0,1991.0,3.75,43.0,1.9,65.0,1.75,36.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,7.0,2.0,154.94,31.0,8.0,74.0,1989.0,3.26,52.0,3.01,53.0,2.64,44.0,57.0,2.7,172.72,22.0,6.0,71.0,1986.0,4.49,50.0,3.87,49.0,2.03,41.0,71.0,1.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57,7.0,3.0,154.94,21.0,4.0,72.0,1989.0,3.8,49.0,2.58,58.0,2.11,34.0,81.0,1.0,154.94,26.0,6.0,76.0,1984.0,5.15,45.0,3.78,59.0,0.42,42.0,67.0,1.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
58,5.0,3.0,165.1,17.0,3.0,67.0,1992.0,2.82,53.0,3.41,43.0,1.68,43.0,51.0,1.2,172.72,15.0,6.0,70.0,1990.0,4.23,38.0,4.17,59.0,0.39,33.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59,1.0,3.0,175.26,16.0,4.0,68.0,1988.0,4.57,35.0,4.37,62.0,0.25,15.0,52.0,0.4,162.56,10.0,3.0,68.0,1986.0,5.14,47.0,5.48,59.0,2.1,60.0,94.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60,9.0,1.0,185.42,26.0,10.0,72.0,1979.0,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3,185.42,21.0,4.0,78.0,1990.0,2.16,58.0,1.9,45.0,3.12,40.0,40.0,2.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61,6.0,3.0,170.18,12.0,3.0,72.0,1987.0,2.14,45.0,4.56,56.0,3.78,26.0,50.0,0.4,175.26,12.0,5.0,71.0,1992.0,4.67,44.0,4.77,54.0,1.12,40.0,68.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,9.0,1.0,187.96,12.0,1.0,77.0,1991.0,7.13,60.0,7.49,39.0,0.0,0.0,100.0,0.0,187.96,11.0,6.0,80.0,1988.0,2.87,55.0,5.35,44.0,1.44,40.0,37.0,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
63,1.0,2.0,172.72,9.0,3.0,67.0,1984.0,3.87,56.0,2.77,50.0,0.57,60.0,50.0,0.6,167.64,12.0,5.0,69.0,1989.0,5.48,50.0,3.68,64.0,1.95,52.0,57.0,0.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,1.0,2.0,167.64,7.0,5.0,68.0,1988.0,3.43,49.0,3.17,49.0,4.7,58.0,33.0,0.3,170.18,10.0,3.0,65.0,1988.0,3.81,40.0,7.03,41.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,6.0,3.0,170.18,17.0,5.0,73.0,1988.0,3.96,40.0,4.81,52.0,0.16,16.0,78.0,0.0,172.72,12.0,1.0,72.0,1994.0,5.09,52.0,3.67,45.0,2.33,63.0,84.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,7.0,2.0,154.94,19.0,8.0,71.0,1990.0,2.93,41.0,2.77,50.0,3.38,41.0,50.0,0.5,175.26,14.0,7.0,70.0,1989.0,3.49,61.0,2.5,54.0,1.08,42.0,53.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
67,1.0,5.0,160.02,18.0,9.0,62.0,1986.0,3.57,48.0,4.13,50.0,1.4,32.0,67.0,0.8,167.64,14.0,1.0,65.0,1987.0,4.89,48.0,3.24,54.0,0.28,33.0,62.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,8.0,1.0,154.94,19.0,7.0,72.0,1990.0,5.05,42.0,3.69,56.0,0.43,25.0,52.0,0.4,185.42,36.0,16.0,73.0,1983.0,4.43,46.0,4.49,53.0,1.18,33.0,74.0,1.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
69,8.0,3.0,154.94,13.0,4.0,75.0,1990.0,4.42,48.0,4.68,62.0,0.6,50.0,87.0,0.2,190.5,25.0,9.0,80.0,1987.0,3.67,46.0,2.06,56.0,2.44,42.0,57.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,11.0,3.0,185.42,18.0,8.0,75.0,1985.0,3.24,54.0,2.11,53.0,1.14,66.0,43.0,0.6,200.66,9.0,7.0,80.0,1986.0,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
71,9.0,3.0,182.88,11.0,2.0,77.0,1989.0,3.44,58.0,3.29,52.0,2.7,38.0,100.0,0.4,190.5,10.0,2.0,76.0,1993.0,3.23,53.0,2.72,39.0,1.75,29.0,85.0,1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72,6.0,3.0,154.94,10.0,1.0,71.0,1991.0,3.22,53.0,2.36,58.0,0.29,50.0,71.0,0.9,170.18,17.0,3.0,72.0,1995.0,3.32,54.0,3.69,45.0,3.69,57.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
73,9.0,3.0,182.88,5.0,1.0,77.0,1994.0,6.08,51.0,4.48,51.0,0.41,25.0,66.0,0.0,154.94,13.0,4.0,73.0,1991.0,4.37,47.0,3.17,58.0,3.02,57.0,46.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,6.0,1.0,172.72,27.0,12.0,70.0,1983.0,4.63,50.0,3.66,60.0,1.08,51.0,60.0,0.5,182.88,13.0,2.0,74.0,1988.0,3.55,44.0,2.67,60.0,0.38,33.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,9.0,3.0,185.42,22.0,5.0,77.0,1989.0,2.94,41.0,2.2,57.0,1.16,34.0,87.0,0.1,185.42,23.0,3.0,76.0,1991.0,5.14,39.0,3.64,67.0,1.14,60.0,82.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,6.0,3.0,170.18,8.0,4.0,69.0,1995.0,5.63,56.0,6.26,54.0,2.66,77.0,41.0,0.4,175.26,15.0,8.0,72.0,1990.0,3.87,40.0,2.75,51.0,4.07,58.0,36.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,1.0,3.0,167.64,7.0,2.0,69.0,1993.0,4.8,51.0,3.27,46.0,0.0,0.0,90.0,1.6,172.72,8.0,4.0,67.0,1988.0,2.83,57.0,2.75,50.0,0.92,57.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
78,0.0,3.0,165.1,5.0,3.0,64.0,1992.0,3.45,54.0,6.8,40.0,0.0,0.0,44.0,0.0,154.94,6.0,2.0,61.0,1996.0,5.27,58.0,3.13,54.0,1.5,37.0,76.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,9.0,3.0,193.04,8.0,2.0,78.0,1991.0,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0,182.88,13.0,4.0,76.0,1988.0,4.8,52.0,4.4,51.0,0.75,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
80,6.0,3.0,172.72,10.0,2.0,69.0,1994.0,2.15,51.0,4.22,38.0,2.0,23.0,38.0,0.8,167.64,13.0,5.0,67.0,1985.0,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
81,8.0,2.0,182.88,19.0,1.0,76.0,1987.0,4.63,54.0,2.4,57.0,3.27,48.0,100.0,0.1,154.94,35.0,15.0,74.0,1984.0,4.22,48.0,3.01,65.0,1.54,59.0,75.0,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82,0.0,1.0,165.1,11.0,4.0,65.0,1992.0,4.13,40.0,3.99,60.0,1.89,53.0,50.0,0.8,162.56,21.0,2.0,63.0,1989.0,6.36,45.0,4.42,53.0,1.24,23.0,100.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
